Time,KW_regen
29.14,-1.21729503638779
29.15,-1.21728679471213
29.16,-1.21727856143413
29.17,-1.21727033153777
29.18,-1.21726210467396
29.19,-1.21725388852032
29.2,-1.21724572006116
29.21,-1.21723762524926
29.22,-1.21722959837192
29.23,-1.21722163610654
29.24,-1.21721374237507
29.25,-1.21720592753701
29.26,-1.21719818330567
29.27,-1.2171905093134
29.28,-1.21718291530581
29.29,-1.21717536818494
29.3,-1.2171677882496
29.31,-1.21716014880602
29.32,-1.21715243095019
29.33,-1.21714462618948
29.34,-1.21713673657113
29.35,-1.21712877261927
29.36,-1.21712072521689
29.37,-1.21711259399985
29.38,-1.21710438836861
29.39,-1.21709610944631
29.4,-1.21708778321869
29.41,-1.21707941776334
29.42,-1.21707100585073
29.43,-1.21706255763183
29.44,-1.21705407882031
29.45,-1.21704556953993
29.46,-1.21703702510624
29.47,-1.21702843462316
29.48,-1.21701980793559
29.49,-1.21701115554419
29.5,-1.217002499861
29.51,-1.21699385931175
29.52,-1.21698523190395
29.53,-1.21697662500825
29.54,-1.21696802790469
29.55,-1.21695944040524
29.56,-1.21695087133145
29.57,-1.21694231723584
29.58,-1.21693378468409
29.59,-1.21692523761254
29.6,-1.21691659311834
29.61,-1.21690782415748
29.62,-1.21689891142876
29.63,-1.21688984507586
29.64,-1.2168806279761
29.65,-1.21687127051856
29.66,-1.21686176394406
29.67,-1.21685210560377
29.68,-1.2168423078475
29.69,-1.21683233618301
29.7,-1.21682210091036
29.71,-1.21681156104641
29.72,-1.2168007048971
29.73,-1.21678952968344
29.74,-1.21677803396884
29.75,-1.21676621646187
29.76,-1.21675407666342
29.77,-1.21674161352546
29.78,-1.21672882695355
29.79,-1.21671576123311
29.8,-1.21670256669916
29.81,-1.21668931061506
29.82,-1.21667601206784
29.83,-1.21666267764557
29.84,-1.21664930789607
29.85,-1.21663590413123
29.86,-1.21662246539882
29.87,-1.21660899250771
29.88,-1.21659548458127
29.89,-1.2165819784871
29.9,-1.21656858786766
29.91,-1.21655535553063
29.92,-1.21654230668521
29.93,-1.21652944567813
29.94,-1.21651676493793
29.95,-1.21650427431807
29.96,-1.21649198038941
29.97,-1.21647988009581
29.98,-1.21646796277871
29.99,-1.21645621210222
30,-1.21651391574174
30.01,-1.21650229599806
30.02,-1.2164906978134
30.03,-1.21647912855288
30.04,-1.21646759231647
30.05,-1.21645609091858
30.06,-1.21644461964778
30.07,-1.21643316666663
30.08,-1.21642174082174
30.09,-1.21641034942432
30.1,-1.21639899858587
30.11,-1.21638770050792
30.12,-1.21637644636468
30.13,-1.21636523094588
30.14,-1.21635405800683
30.15,-1.21634293913692
30.16,-1.21633186521307
30.17,-1.21632083536333
30.18,-1.21630986067048
30.19,-1.21629894645702
30.2,-1.21628814631833
30.21,-1.2162774944021
30.22,-1.21626699293205
30.23,-1.21625665079293
30.24,-1.21624645758335
30.25,-1.21623641295578
30.26,-1.21622652691922
30.27,-1.21621679568653
30.28,-1.21620722530596
30.29,-1.21619780513149
30.3,-1.21618852353016
30.31,-1.21617936651381
30.32,-1.2161703440903
30.33,-1.21616145620927
30.34,-1.21615269204958
30.35,-1.21614406235801
30.36,-1.21613557272275
30.37,-1.21612721979374
30.38,-1.21611899165428
30.39,-1.21611088214573
30.4,-1.21610283781207
30.41,-1.21609482378417
30.42,-1.21608683823804
30.43,-1.21607887273668
30.44,-1.21607093808946
30.45,-1.21606303498596
30.46,-1.21605515267359
30.47,-1.21604729635446
30.48,-1.21603945924749
30.49,-1.21603163114392
30.5,-1.21602374085571
30.51,-1.21601574436516
30.52,-1.21600764352918
30.53,-1.21599943602788
30.54,-1.21599111011951
30.55,-1.21598267590065
30.56,-1.21597413915118
30.57,-1.21596549584516
30.58,-1.215956734221
30.59,-1.21594784178193
30.6,-1.21593875152417
30.61,-1.21592943237747
30.62,-1.21591987560285
30.63,-1.21591007808041
30.64,-1.21590003893811
30.65,-1.21588975751135
30.66,-1.21587923377003
30.67,-1.21586846713113
30.68,-1.21585745710791
30.69,-1.21584627624453
30.7,-1.21583515704193
30.71,-1.21582419441028
30.72,-1.21581342924011
30.73,-1.21580287058952
30.74,-1.21579251018059
30.75,-1.21578235985914
30.76,-1.21577242578934
30.77,-1.21576270470766
30.78,-1.21575318449987
30.79,-1.21574384777332
30.8,-1.21573460762341
30.81,-1.21572541842412
30.82,-1.21571625636215
30.83,-1.21570712849102
30.84,-1.21569803994655
30.85,-1.21568899223506
30.86,-1.21567998034609
30.87,-1.21567099116578
30.88,-1.21566203542209
30.89,-1.21565318676042
30.9,-1.21564467095177
30.91,-1.21563658924663
30.92,-1.2156289706769
30.93,-1.21562182345256
30.94,-1.21561515038132
30.95,-1.21560895151419
30.96,-1.21560322762739
30.97,-1.2155979781804
30.98,-1.21559320327223
30.99,-1.21558901077034
31,-1.21571786711604
31.01,-1.21571573415664
31.02,-1.2157147504307
31.03,-1.21571492102685
31.04,-1.21571625123267
31.05,-1.2157187520355
31.06,-1.21572241045257
31.07,-1.21572722263217
31.08,-1.21573319605976
31.09,-1.21574014589666
31.1,-1.21574750289307
31.11,-1.21575501913162
31.12,-1.21576263535829
31.13,-1.21577032060679
31.14,-1.21577806280474
31.15,-1.21578585867647
31.16,-1.21579371250791
31.17,-1.21580163657169
31.18,-1.21580961992338
31.19,-1.2158176458063
31.2,-1.21582567503907
31.21,-1.21583369005535
31.22,-1.21584168710329
31.23,-1.21584966421297
31.24,-1.21585762125395
31.25,-1.21586555807778
31.26,-1.2158734750374
31.27,-1.21588137162023
31.28,-1.21588924802414
31.29,-1.21589710455837
31.3,-1.21590494115787
31.31,-1.21591275795543
31.32,-1.21592055477738
31.33,-1.21592833178197
31.34,-1.2159360890777
31.35,-1.21594382650704
31.36,-1.21595154418388
31.37,-1.21595924169837
31.38,-1.21596691965917
31.39,-1.21597457878513
31.4,-1.21598221910897
31.41,-1.21598984014555
31.42,-1.21599744231431
31.43,-1.21600502531937
31.44,-1.21601258947171
31.45,-1.21602013463802
31.46,-1.21602766065974
31.47,-1.21603516808415
31.48,-1.21604265651922
31.49,-1.21605012609918
31.5,-1.21605757685047
31.51,-1.21606500882838
31.52,-1.21607242229701
31.53,-1.21607981763644
31.54,-1.2160871947967
31.55,-1.21609455382275
31.56,-1.21610189438569
31.57,-1.21610921662803
31.58,-1.21611652034831
31.59,-1.21612380571785
31.6,-1.2161310729449
31.61,-1.21613832202937
31.62,-1.21614555329101
31.63,-1.21615276687699
31.64,-1.21615996249738
31.65,-1.21616714034881
31.66,-1.21617430029071
31.67,-1.21618144251766
31.68,-1.21618856722942
31.69,-1.2161956745873
31.7,-1.21620276432055
31.71,-1.2162098364709
31.72,-1.21621689098679
31.73,-1.21622392825458
31.74,-1.21623094842264
31.75,-1.21623795131661
31.76,-1.21624493724851
31.77,-1.21625190585471
31.78,-1.21625885743596
31.79,-1.21626577614875
31.8,-1.2162726094751
31.81,-1.2162793337426
31.82,-1.21628594234994
31.83,-1.21629242829844
31.84,-1.21629877955226
31.85,-1.21630500650825
31.86,-1.21631111519007
31.87,-1.21631710749492
31.88,-1.21632298406394
31.89,-1.21632871905551
31.9,-1.21633422578493
31.91,-1.21633946591215
31.92,-1.21634442895952
31.93,-1.21634911817253
31.94,-1.21635354545991
31.95,-1.21635770187408
31.96,-1.21636158225423
31.97,-1.216365186023
31.98,-1.21636851335004
31.99,-1.21637160706733
32,-1.21640340414141
32.01,-1.21640634513417
32.02,-1.21640924746456
32.03,-1.21641213165895
32.04,-1.2164150011971
32.05,-1.21641784592948
32.06,-1.21642067159314
32.07,-1.21642347167778
32.08,-1.21642625251763
32.09,-1.21642900315695
32.1,-1.21643171153169
32.11,-1.21643435810023
32.12,-1.21643693902107
32.13,-1.21643947024514
32.14,-1.21644195459973
32.15,-1.21644438218397
32.16,-1.216446758302
32.17,-1.21644907136517
32.18,-1.21645132011955
32.19,-1.21645347306312
32.2,-1.21645538220395
32.21,-1.21645698037372
32.22,-1.21645824916073
32.23,-1.21645917900592
32.24,-1.21645975684308
32.25,-1.21645999218188
32.26,-1.21645989083585
32.27,-1.21645945504299
32.28,-1.21645868587468
32.29,-1.21645769345844
32.3,-1.21645683993698
32.31,-1.21645628201642
32.32,-1.21645605378195
32.33,-1.21645617783418
32.34,-1.21645666333639
32.35,-1.21645751243115
32.36,-1.21645871996112
32.37,-1.21646027295511
32.38,-1.21646218003766
32.39,-1.21646438842092
32.4,-1.21646670939276
32.41,-1.2164690582109
32.42,-1.21647141153556
32.43,-1.21647376793482
32.44,-1.21647613719697
32.45,-1.21647850863945
32.46,-1.2164808765852
32.47,-1.21648324014995
32.48,-1.21648559884379
32.49,-1.21648795244754
32.5,-1.21649030054524
32.51,-1.21649264342666
32.52,-1.21649498059433
32.53,-1.21649731246129
32.54,-1.21649964013557
32.55,-1.21650196390751
32.56,-1.21650428379993
32.57,-1.21650659904419
32.58,-1.21650890915405
32.59,-1.21651121389126
32.6,-1.21651351301309
32.61,-1.21651580639063
32.62,-1.21651809381865
32.63,-1.21652037551878
32.64,-1.21652265223666
32.65,-1.21652492444346
32.66,-1.21652719223507
32.67,-1.21652945543763
32.68,-1.21653171378856
32.69,-1.21653397743728
32.7,-1.21653628029059
32.71,-1.21653863221309
32.72,-1.2165410256862
32.73,-1.2165434715187
32.74,-1.21654597530952
32.75,-1.21654853841481
32.76,-1.21655115569483
32.77,-1.21655381560594
32.78,-1.21655652821248
32.79,-1.21655929880661
32.8,-1.2165621231653
32.81,-1.21656498891354
32.82,-1.21656790015963
32.83,-1.21657084606072
32.84,-1.21657382660767
32.85,-1.21657685193791
32.86,-1.21657991657773
32.87,-1.21658303095406
32.88,-1.21658619597103
32.89,-1.21658939691141
32.9,-1.21659263171105
32.91,-1.21659590994422
32.92,-1.2165992264062
32.93,-1.21660258774176
32.94,-1.2166059827401
32.95,-1.21660941020668
32.96,-1.21661288003872
32.97,-1.21661638756072
32.98,-1.21661993947146
32.99,-1.21662350939942
33,-1.21656759443983
33.01,-1.21657108418246
33.02,-1.2165745109769
33.03,-1.21657786786425
33.04,-1.21658115887032
33.05,-1.21658439524629
33.06,-1.21658756728075
33.07,-1.21659067481287
33.08,-1.21659372871408
33.09,-1.21659672945682
33.1,-1.21659970488868
33.11,-1.21660267351687
33.12,-1.2166056508504
33.13,-1.21660862848389
33.14,-1.21661160171953
33.15,-1.21661456945079
33.16,-1.21661753627474
33.17,-1.21662051338229
33.18,-1.21662349126429
33.19,-1.21662646941548
33.2,-1.21662946312878
33.21,-1.21663247958274
33.22,-1.21663552095655
33.23,-1.2166385829591
33.24,-1.21664165419711
33.25,-1.21664474349257
33.26,-1.21664785620539
33.27,-1.21665099396631
33.28,-1.21665415701555
33.29,-1.21665734035971
33.3,-1.21666053233993
33.31,-1.21666373721748
33.32,-1.21666694876608
33.33,-1.21667017250527
33.34,-1.21667339761859
33.35,-1.21667662339261
33.36,-1.21667985978612
33.37,-1.2166831019467
33.38,-1.21668635552341
33.39,-1.2166895451935
33.4,-1.21669245588753
33.41,-1.21669500140825
33.42,-1.21669714517312
33.43,-1.21669887511541
33.44,-1.21670019428323
33.45,-1.21670111508536
33.46,-1.21670162837096
33.47,-1.21670173340561
33.48,-1.21670143969996
33.49,-1.21670074410085
33.5,-1.21669965324343
33.51,-1.21669816172024
33.52,-1.21669627525711
33.53,-1.21669398890457
33.54,-1.21669131337878
33.55,-1.21668825105897
33.56,-1.21668479165019
33.57,-1.2166809390871
33.58,-1.21667668822019
33.59,-1.21667206819738
33.6,-1.21666715173725
33.61,-1.21666196977954
33.62,-1.21665653303448
33.63,-1.21665084284192
33.64,-1.21664490445752
33.65,-1.21663872954802
33.66,-1.21663230910933
33.67,-1.21662563825052
33.68,-1.21661871462441
33.69,-1.21661155751038
33.7,-1.21660423313946
33.71,-1.2165967718319
33.72,-1.2165891813752
33.73,-1.21658145917935
33.74,-1.21657359466507
33.75,-1.21656559651621
33.76,-1.21655747047611
33.77,-1.2165492176913
33.78,-1.21654083910515
33.79,-1.21653238485887
33.8,-1.21652402217952
33.81,-1.21651583172423
33.82,-1.21650784719809
33.83,-1.2165000659724
33.84,-1.21649248454479
33.85,-1.21648510184216
33.86,-1.21647792392317
33.87,-1.21647096240129
33.88,-1.21646420917927
33.89,-1.21645763745962
33.9,-1.21645117713978
33.91,-1.21644480258119
33.92,-1.21643851677569
33.93,-1.21643230952534
33.94,-1.21642617397175
33.95,-1.21642010780833
33.96,-1.21641411575977
33.97,-1.21640820996537
33.98,-1.21640238118126
33.99,-1.21639660320899
34,-1.21630263594362
34.01,-1.21629681191823
34.02,-1.21629094218898
34.03,-1.21628503057295
34.04,-1.21627906557471
34.05,-1.21627304605182
34.06,-1.2162669819443
34.07,-1.21626086844876
34.08,-1.21625471202119
34.09,-1.21624849637229
34.1,-1.21624219851936
34.11,-1.21623580988455
34.12,-1.21622932726902
34.13,-1.2162227490863
34.14,-1.21621607586454
34.15,-1.21620930729275
34.16,-1.21620244288344
34.17,-1.21619548260721
34.18,-1.21618842642168
34.19,-1.21618130087396
34.2,-1.21617418670195
34.21,-1.21616711044952
34.22,-1.21616009281644
34.23,-1.21615313686448
34.24,-1.2161462334053
34.25,-1.21613939286503
34.26,-1.21613262094893
34.27,-1.21612591383275
34.28,-1.21611926009527
34.29,-1.21611265378109
34.3,-1.21610605343105
34.31,-1.21609945005905
34.32,-1.21609283262191
34.33,-1.21608620637044
34.34,-1.2160795594103
34.35,-1.21607289069317
34.36,-1.21606621001951
34.37,-1.21605951339807
34.38,-1.21605280713015
34.39,-1.21604606405737
34.4,-1.21603923121835
34.41,-1.21603229514022
34.42,-1.21602523911026
34.43,-1.21601805523024
34.44,-1.2160107470237
34.45,-1.21600332595361
34.46,-1.2159957814596
34.47,-1.21598811382026
34.48,-1.21598033299985
34.49,-1.21597242864698
34.5,-1.21596439533347
34.51,-1.21595623164126
34.52,-1.21594793699854
34.53,-1.21593951558346
34.54,-1.21593097975353
34.55,-1.21592232006221
34.56,-1.21591353061397
34.57,-1.21590460920087
34.58,-1.2158955556737
34.59,-1.21588641266133
34.6,-1.21587731687928
34.61,-1.21586831920276
34.62,-1.21585944219614
34.63,-1.21585068451888
34.64,-1.21584205928565
34.65,-1.21583356781327
34.66,-1.21582519927132
34.67,-1.21581695948345
34.68,-1.21580884192422
34.69,-1.21580085223801
34.7,-1.21579297397882
34.71,-1.21578518842622
34.72,-1.21577749829892
34.73,-1.21576989660683
34.74,-1.21576239460188
34.75,-1.21575499298061
34.76,-1.2157476813549
34.77,-1.21574046467524
34.78,-1.21573333614869
34.79,-1.21572630736358
34.8,-1.21571937941711
34.81,-1.21571254177962
34.82,-1.21570579911775
34.83,-1.21569914484549
34.84,-1.21569259086092
34.85,-1.21568613787314
34.86,-1.21567977528074
34.87,-1.2156735079523
34.88,-1.2156673295504
34.89,-1.21566124061322
34.9,-1.215655211223
34.91,-1.21564922700776
34.92,-1.21564328346463
34.93,-1.21563737996153
34.94,-1.21563152141656
34.95,-1.21562572025112
34.96,-1.21561996644417
34.97,-1.21561425439658
34.98,-1.21560858266852
34.99,-1.21560298914997
35,-1.21564836289787
35.01,-1.21564323083013
35.02,-1.2156383589679
35.03,-1.21563376181553
35.04,-1.21562944621295
35.05,-1.21562541418567
35.06,-1.21562166050782
35.07,-1.2156181725085
35.08,-1.21561496019631
35.09,-1.215612029204
35.1,-1.21560937543428
35.11,-1.21560698639199
35.12,-1.21560487200203
35.13,-1.2156030321263
35.14,-1.21560145527897
35.15,-1.21560015197238
35.16,-1.21559912793002
35.17,-1.21559837873869
35.18,-1.21559789209063
35.19,-1.21559765545525
35.2,-1.21559759597438
35.21,-1.21559766994634
35.22,-1.21559787825198
35.23,-1.21559822365991
35.24,-1.21559870143464
35.25,-1.21559929923568
35.26,-1.21560002703776
35.27,-1.21560088456453
35.28,-1.21560186059344
35.29,-1.21560296007003
35.3,-1.21560417058453
35.31,-1.21560547973601
35.32,-1.21560687283306
35.33,-1.21560835942828
35.34,-1.2156099450806
35.35,-1.21561163095273
35.36,-1.21561341169396
35.37,-1.21561527458752
35.38,-1.21561722970185
35.39,-1.21561925523213
35.4,-1.21562125645191
35.41,-1.21562318064716
35.42,-1.21562502110841
35.43,-1.21562676809948
35.44,-1.21562843244086
35.45,-1.21563001477077
35.46,-1.21563150451916
35.47,-1.21563290686498
35.48,-1.21563421519625
35.49,-1.21563539183248
35.5,-1.21563628058604
35.51,-1.21563680550133
35.52,-1.21563693467361
35.53,-1.21563667304199
35.54,-1.21563602537513
35.55,-1.21563499314381
35.56,-1.21563357151686
35.57,-1.21563174864262
35.58,-1.21562953515517
35.59,-1.21562696455835
35.6,-1.2156241293725
35.61,-1.21562107626024
35.62,-1.21561782966233
35.63,-1.21561438296577
35.64,-1.21561073154052
35.65,-1.21560687381265
35.66,-1.21560281524164
35.67,-1.21559856844671
35.68,-1.21559412330347
35.69,-1.21558953470391
35.7,-1.2155850009187
35.71,-1.2155806106405
35.72,-1.21557638900034
35.73,-1.21557234357024
35.74,-1.21556847051986
35.75,-1.2155647574927
35.76,-1.21556121465758
35.77,-1.21555784808332
35.78,-1.21555465916799
35.79,-1.21555170336655
35.8,-1.2155491573878
35.81,-1.21554708906187
35.82,-1.2155455258652
35.83,-1.21554446150962
35.84,-1.21554389620598
35.85,-1.21554384057174
35.86,-1.21554428874949
35.87,-1.21554525204702
35.88,-1.21554673016851
35.89,-1.21554862846579
35.9,-1.21555068955353
35.91,-1.21555280978228
35.92,-1.21555495162156
35.93,-1.21555711255239
35.94,-1.21555928367756
35.95,-1.21556147590207
35.96,-1.21556368996987
35.97,-1.21556591496265
35.98,-1.21556815576884
35.99,-1.2155703561548
36,-1.21562629004632
36.01,-1.21562801179077
36.02,-1.2156294311279
36.03,-1.21563055366136
36.04,-1.21563137318192
36.05,-1.21563190208097
36.06,-1.21563214164851
36.07,-1.21563208142428
36.08,-1.2156317268353
36.09,-1.21563103876474
36.1,-1.21562992090303
36.11,-1.21562833143192
36.12,-1.21562625887808
36.13,-1.21562370022116
36.14,-1.21562066023172
36.15,-1.21561715157189
36.16,-1.21561316468343
36.17,-1.21560869365216
36.18,-1.21560373742526
36.19,-1.21559833928539
36.2,-1.21559264465073
36.21,-1.21558671867837
36.22,-1.21558057927806
36.23,-1.21557423168596
36.24,-1.21556767200327
36.25,-1.21556088807334
36.26,-1.21555388973511
36.27,-1.21554668303348
36.28,-1.21553926919259
36.29,-1.21553173779367
36.3,-1.21552438042987
36.31,-1.21551732853685
36.32,-1.21551061982485
36.33,-1.21550425983389
36.34,-1.21549823838421
36.35,-1.21549256627578
36.36,-1.21548724941455
36.37,-1.21548228948791
36.38,-1.21547768734619
36.39,-1.21547342573611
36.4,-1.21546944983306
36.41,-1.2154657347215
36.42,-1.2154622732184
36.43,-1.21545906331747
36.44,-1.2154560987637
36.45,-1.21545336615532
36.46,-1.21545087555641
36.47,-1.21544863283265
36.48,-1.21544663902095
36.49,-1.21544483869642
36.5,-1.21544304244284
36.51,-1.21544114968618
36.52,-1.21543913461346
36.53,-1.21543700100266
36.54,-1.21543474184761
36.55,-1.21543236905747
36.56,-1.21542988380141
36.57,-1.21542727512149
36.58,-1.21542454841353
36.59,-1.21542170226222
36.6,-1.21541876118608
36.61,-1.21541572178306
36.62,-1.2154125856595
36.63,-1.21540936457361
36.64,-1.215406053752
36.65,-1.21540266573466
36.66,-1.21539920111452
36.67,-1.21539564367277
36.68,-1.21539199141571
36.69,-1.21538823248409
36.7,-1.21538428792672
36.71,-1.21538013187907
36.72,-1.21537574309195
36.73,-1.21537111236661
36.74,-1.2153662427402
36.75,-1.21536114674458
36.76,-1.21535581381058
36.77,-1.21535024340046
36.78,-1.21534444678734
36.79,-1.21533839636718
36.8,-1.21533203618706
36.81,-1.21532535272516
36.82,-1.21531833422687
36.83,-1.21531098996694
36.84,-1.21530332051544
36.85,-1.21529531453257
36.86,-1.21528697702997
36.87,-1.21527829579877
36.88,-1.21526926860275
36.89,-1.21525998059726
36.9,-1.21525066242586
36.91,-1.21524141683076
36.92,-1.21523227385299
36.93,-1.21522324087053
36.94,-1.21521432089799
36.95,-1.21520551504504
36.96,-1.21519682293659
36.97,-1.21518824514773
36.98,-1.21517978122718
36.99,-1.21517139736555
37,-1.21511267139961
37.01,-1.21510416674323
37.02,-1.21509554546203
37.03,-1.2150868144683
37.04,-1.21507797813107
37.05,-1.21506903804579
37.06,-1.21505998857413
37.07,-1.21505081664381
37.08,-1.2150415325511
37.09,-1.215032177155
37.1,-1.21502287115239
37.11,-1.21501367956844
37.12,-1.21500461164877
37.13,-1.21499567876059
37.14,-1.21498687055268
37.15,-1.21497818675335
37.16,-1.21496963841771
37.17,-1.21496122111864
37.18,-1.21495294093724
37.19,-1.21494476912529
37.2,-1.21493664744484
37.21,-1.21492856146346
37.22,-1.21492049885716
37.23,-1.21491246485498
37.24,-1.21490444607557
37.25,-1.21489644186064
37.26,-1.214888463193
37.27,-1.21488050531091
37.28,-1.21487257500922
37.29,-1.21486464849636
37.3,-1.21485668075464
37.31,-1.21484865275778
37.32,-1.21484055875942
37.33,-1.21483239742306
37.34,-1.21482416828584
37.35,-1.21481587086617
37.36,-1.21480750558011
37.37,-1.21479907216467
37.38,-1.21479057065715
37.39,-1.21478199492516
37.4,-1.21477331999247
37.41,-1.21476452372648
37.42,-1.21475561416952
37.43,-1.21474659134569
37.44,-1.21473744298628
37.45,-1.2147281795496
37.46,-1.21471880823955
37.47,-1.214709324905
37.48,-1.21469971569929
37.49,-1.2146900684566
37.5,-1.21468063649732
37.51,-1.21467152163175
37.52,-1.2146627665204
37.53,-1.21465438160315
37.54,-1.2146463582568
37.55,-1.21463870758082
37.56,-1.21463143694144
37.57,-1.21462454252695
37.58,-1.21461801084471
37.59,-1.21461181716584
37.6,-1.21460585636778
37.61,-1.21460009150076
37.62,-1.21459449708205
37.63,-1.21458906295952
37.64,-1.21458379170033
37.65,-1.21457869611359
37.66,-1.21457376546762
37.67,-1.21456899893202
37.68,-1.21456440827247
37.69,-1.21456010088009
37.7,-1.21455645642753
37.71,-1.21455363400685
37.72,-1.21455169293093
37.73,-1.21455064628741
37.74,-1.2145504847272
37.75,-1.21455121912486
37.76,-1.21455285426171
37.77,-1.21455538413795
37.78,-1.21455879322897
37.79,-1.21456302488007
37.8,-1.21456786801732
37.81,-1.21457322650077
37.82,-1.21457907174445
37.83,-1.21458539465348
37.84,-1.21459219142434
37.85,-1.21459945977431
37.86,-1.2146071975329
37.87,-1.21461540285804
37.88,-1.21462407375784
37.89,-1.21463313197972
37.9,-1.21464232375161
37.91,-1.21465153618168
37.92,-1.21466073690048
37.93,-1.21466991668051
37.94,-1.21467907294579
37.95,-1.21468820516937
37.96,-1.21469731301538
37.97,-1.21470639647113
37.98,-1.21471545552951
37.99,-1.21472449057673
38,-1.21478809825865
38.01,-1.21479708650397
38.02,-1.21480605111377
38.03,-1.21481499204819
38.04,-1.21482390933802
38.05,-1.21483280306965
38.06,-1.21484167321385
38.07,-1.21485052013634
38.08,-1.21485934356264
38.09,-1.21486814323751
38.1,-1.21487691975487
38.11,-1.21488567374981
38.12,-1.21489440502074
38.13,-1.21490311290956
38.14,-1.21491179845558
38.15,-1.21492046141993
38.16,-1.21492910174171
38.17,-1.21493771962549
38.18,-1.21494631479086
38.19,-1.21495488726989
38.2,-1.21496343733168
38.21,-1.21497196508247
38.22,-1.21498047072262
38.23,-1.21498895416327
38.24,-1.21499741575099
38.25,-1.21500585544731
38.26,-1.21501427324711
38.27,-1.21502266927296
38.28,-1.21503104355568
38.29,-1.21503939601622
38.3,-1.21504772695892
38.31,-1.21505603674956
38.32,-1.21506432515333
38.33,-1.21507259177114
38.34,-1.21508083694701
38.35,-1.21508906059005
38.36,-1.21509726313696
38.37,-1.21510544471579
38.38,-1.21511360548004
38.39,-1.21512174539307
38.4,-1.21512986423994
38.41,-1.21513796221861
38.42,-1.21514603948997
38.43,-1.21515409633693
38.44,-1.21516213249437
38.45,-1.2151701483673
38.46,-1.21517814450674
38.47,-1.21518612020084
38.48,-1.21519407524584
38.49,-1.21520200976931
38.5,-1.21520992407475
38.51,-1.21521781788633
38.52,-1.21522569174457
38.53,-1.2152335455879
38.54,-1.21524137959472
38.55,-1.2152491938879
38.56,-1.21525698823666
38.57,-1.21526476294513
38.58,-1.21527251771509
38.59,-1.21528025333054
38.6,-1.21528796918615
38.61,-1.21529566547641
38.62,-1.21530334244362
38.63,-1.21531099971651
38.64,-1.21531863752955
38.65,-1.21532625624594
38.66,-1.21533385565942
38.67,-1.21534143614609
38.68,-1.21534899782637
38.69,-1.21535654108572
38.7,-1.21536406528129
38.71,-1.21537157026605
38.72,-1.21537905598547
38.73,-1.21538652307611
38.74,-1.2153939718185
38.75,-1.21540140164945
38.76,-1.21540881308469
38.77,-1.21541620600063
38.78,-1.21542358064187
38.79,-1.2154309201794
38.8,-1.21543817661747
38.81,-1.21544533926994
38.82,-1.21545239681017
38.83,-1.21545935990711
38.84,-1.21546622920447
38.85,-1.21547299394486
38.86,-1.21547965947037
38.87,-1.21548621453783
38.88,-1.21549265844755
38.89,-1.21549897491663
38.9,-1.21550506486763
38.91,-1.21551088330299
38.92,-1.21551641843101
38.93,-1.21552166234342
38.94,-1.21552660265221
38.95,-1.21553125004531
38.96,-1.21553561087594
38.97,-1.2155396872738
38.98,-1.21554348056335
38.99,-1.21554700758811
39,-1.21542869742932
39.01,-1.21543182443214
39.02,-1.21543477079341
39.03,-1.21543753374956
39.04,-1.21544010192322
39.05,-1.2154424854026
39.06,-1.21544469043694
39.07,-1.21544671899107
39.08,-1.21544857199823
39.09,-1.21545026600631
39.1,-1.21545185439382
39.11,-1.21545336666136
39.12,-1.21545482198428
39.13,-1.21545621268375
39.14,-1.21545753387092
39.15,-1.21545878420492
39.16,-1.21545996842609
39.17,-1.21546109908588
39.18,-1.2154621667137
39.19,-1.21546317113802
39.2,-1.21546412812461
39.21,-1.21546505025138
39.22,-1.21546595235979
39.23,-1.21546682551352
39.24,-1.21546766432322
39.25,-1.21546846714071
39.26,-1.21546923880208
39.27,-1.21546999160122
39.28,-1.21547071594275
39.29,-1.21547140621327
39.3,-1.21547206615864
39.31,-1.21547270751457
39.32,-1.21547332025832
39.33,-1.21547390430334
39.34,-1.21547447049547
39.35,-1.21547500874447
39.36,-1.21547551334083
39.37,-1.2154759880621
39.38,-1.21547644466078
39.39,-1.21547687844966
39.4,-1.21547729622125
39.41,-1.21547769202376
39.42,-1.21547807741575
39.43,-1.21547845853532
39.44,-1.21547883180111
39.45,-1.21547918561609
39.46,-1.21547952991347
39.47,-1.21547986513411
39.48,-1.21548018053984
39.49,-1.21548051283134
39.5,-1.21548095543284
39.51,-1.21548154370153
39.52,-1.21548227660307
39.53,-1.21548316706421
39.54,-1.21548422144317
39.55,-1.21548544108875
39.56,-1.21548682098803
39.57,-1.21548834871916
39.58,-1.21549003368802
39.59,-1.21549180689263
39.6,-1.21549342975199
39.61,-1.21549480559541
39.62,-1.21549589959791
39.63,-1.21549671015447
39.64,-1.21549722385679
39.65,-1.21549743977964
39.66,-1.21549736872203
39.67,-1.21549700652122
39.68,-1.21549635971872
39.69,-1.21549550217319
39.7,-1.21549470808246
39.71,-1.21549409570546
39.72,-1.2154936877368
39.73,-1.21549350357801
39.74,-1.21549355118665
39.75,-1.21549383260439
39.76,-1.21549434294633
39.77,-1.21549506976498
39.78,-1.21549602233638
39.79,-1.21549717933551
39.8,-1.2154984598593
39.81,-1.21549983726012
39.82,-1.21550129062786
39.83,-1.21550281105495
39.84,-1.21550440126607
39.85,-1.21550607261272
39.86,-1.21550781512626
39.87,-1.21550962832866
39.88,-1.21551152265568
39.89,-1.21551347728831
39.9,-1.21551545151343
39.91,-1.21551742275197
