Time,KW_regen
2.55,-1.22219173286215
2.56,-1.22219119755207
2.57,-1.2221906547719
2.58,-1.22219010461022
2.59,-1.22218954757582
2.6,-1.22218898486673
2.61,-1.22218841673333
2.62,-1.22218784236177
2.63,-1.22218726250423
2.64,-1.22218667765491
2.65,-1.22218608792872
2.66,-1.22218549315459
2.67,-1.22218489209407
2.68,-1.22218428554617
2.69,-1.22218367244711
2.7,-1.22218304825611
2.71,-1.22218241080737
2.72,-1.22218175928839
2.73,-1.22218109275592
2.74,-1.22218040962687
2.75,-1.22217971067575
2.76,-1.22217899612879
2.77,-1.22217826595699
2.78,-1.22217751982332
2.79,-1.22217675861346
2.8,-1.22217598521695
2.81,-1.22217519971204
2.82,-1.2221744028936
2.83,-1.22217359405287
2.84,-1.22217277429611
2.85,-1.22217194359974
2.86,-1.22217110065894
2.87,-1.22217024591847
2.88,-1.22216937884697
2.89,-1.22216849888859
2.9,-1.22216760367808
2.91,-1.22216669267891
2.92,-1.22216576486964
2.93,-1.2221648206259
2.94,-1.22216385851734
2.95,-1.22216287804093
2.96,-1.22216188033837
2.97,-1.22216086448139
2.98,-1.22215983098704
2.99,-1.22215878044137
3,-1.22215805167924
3.01,-1.22215697932541
3.02,-1.22215589795702
3.03,-1.22215480789073
3.04,-1.22215370911844
3.05,-1.2221526017418
3.06,-1.22215148564461
3.07,-1.22215036087161
3.08,-1.22214922753873
3.09,-1.22214808563352
3.1,-1.22214693523854
3.11,-1.2221457769287
3.12,-1.22214461225096
3.13,-1.22214344024266
3.14,-1.22214226013914
3.15,-1.22214107149861
3.16,-1.22213987506375
3.17,-1.22213867260445
3.18,-1.2221374629465
3.19,-1.22213624505185
3.2,-1.22213501933049
3.21,-1.22213378774168
3.22,-1.22213254897323
3.23,-1.2221313020287
3.24,-1.22213004756293
3.25,-1.22212878735637
3.26,-1.22212752017386
3.27,-1.22212624586344
3.28,-1.22212496586146
3.29,-1.22212367886867
3.3,-1.22212238416295
3.31,-1.22212108163451
3.32,-1.22211977114091
3.33,-1.22211845250111
3.34,-1.2221171266323
3.35,-1.22211579530033
3.36,-1.22211445708875
3.37,-1.22211311098709
3.38,-1.22211175704162
3.39,-1.2221103935022
3.4,-1.22210901584829
3.41,-1.22210762338285
3.42,-1.22210621461614
3.43,-1.22210479006833
3.44,-1.2221033477373
3.45,-1.22210188740165
3.46,-1.22210041069707
3.47,-1.22209891680421
3.48,-1.22209740647141
3.49,-1.22209587683464
3.5,-1.22209432390072
3.51,-1.22209274577708
3.52,-1.22209114153871
3.53,-1.22208951082692
3.54,-1.22208785473546
3.55,-1.22208617466948
3.56,-1.22208446850583
3.57,-1.22208273512598
3.58,-1.2220809739557
3.59,-1.22207918733835
3.6,-1.22207738458243
3.61,-1.2220755695197
3.62,-1.22207374316743
3.63,-1.22207190594215
3.64,-1.22207005804079
3.65,-1.22206819926494
3.66,-1.2220663296439
3.67,-1.22206444942831
3.68,-1.2220625583765
3.69,-1.22206065561643
3.7,-1.22205873708876
3.71,-1.22205679873511
3.72,-1.22205484163821
3.73,-1.22205286590802
3.74,-1.22205086966342
3.75,-1.22204885436029
3.76,-1.2220468210082
3.77,-1.22204476863011
3.78,-1.22204269469778
3.79,-1.22204060245056
3.8,-1.22203849512943
3.81,-1.22203637196612
3.82,-1.22203423442797
3.83,-1.22203208129383
3.84,-1.22202991490101
3.85,-1.22202773531273
3.86,-1.22202554026967
3.87,-1.22202333078044
3.88,-1.22202110570824
3.89,-1.2220188672728
3.9,-1.2220166178816
3.91,-1.22201436033011
3.92,-1.22201209387042
3.93,-1.22200981990652
3.94,-1.22200753620162
3.95,-1.22200524285549
3.96,-1.22200294202282
3.97,-1.22200063289893
3.98,-1.22199831651881
3.99,-1.22199598838414
4,-1.22201059582041
4.01,-1.22200822216199
4.02,-1.22200582257784
4.03,-1.22200339663039
4.04,-1.22200094384991
4.05,-1.22199846402856
4.06,-1.22199595701021
4.07,-1.22199342240939
4.08,-1.22199086013794
4.09,-1.22198826513281
4.1,-1.22198562105955
4.11,-1.2219829187218
4.12,-1.22198015227111
4.13,-1.22197732265771
4.14,-1.22197443029248
4.15,-1.22197147525737
4.16,-1.2219684552315
4.17,-1.22196536655116
4.18,-1.22196221069614
4.19,-1.22195899604856
4.2,-1.22195574782608
4.21,-1.22195247724731
4.22,-1.22194918782639
4.23,-1.22194588062589
4.24,-1.22194255565145
4.25,-1.22193921320795
4.26,-1.22193585320385
4.27,-1.22193247578483
4.28,-1.22192908114682
4.29,-1.22192567166777
4.3,-1.22192225801936
4.31,-1.22191884761101
4.32,-1.22191544103298
4.33,-1.22191204056103
4.34,-1.2219086436423
4.35,-1.22190525027528
4.36,-1.22190186393853
4.37,-1.22189848362954
4.38,-1.22189511093269
4.39,-1.22189174074738
4.4,-1.22188836082011
4.41,-1.22188496325067
4.42,-1.22188154911352
4.43,-1.22187811795532
4.44,-1.22187466691717
4.45,-1.22187119865239
4.46,-1.22186771469438
4.47,-1.22186421422292
4.48,-1.22186069387257
4.49,-1.22185715621951
4.5,-1.22185360285944
4.51,-1.22185003421589
4.52,-1.22184645071021
4.53,-1.22184285225342
4.54,-1.22183923887958
4.55,-1.22183561078442
4.56,-1.2218319681955
4.57,-1.22182831087083
4.58,-1.22182463862797
4.59,-1.22182095331049
4.6,-1.22181725842992
4.61,-1.22181355295624
4.62,-1.22180983905196
4.63,-1.22180611496752
4.64,-1.22180238401185
4.65,-1.22179864654602
4.66,-1.22179489955948
4.67,-1.22179114475712
4.68,-1.22178738006704
4.69,-1.22178360737487
4.7,-1.22177982367473
4.71,-1.2217760251437
4.72,-1.22177220753516
4.73,-1.22176837357134
4.74,-1.22176452524647
4.75,-1.22176066262852
4.76,-1.22175678435939
4.77,-1.22175288685518
4.78,-1.2217489730486
4.79,-1.22174504302989
4.8,-1.22174109327848
4.81,-1.2217371253916
4.82,-1.2217331353747
4.83,-1.22172912162903
4.84,-1.22172508506938
4.85,-1.22172102881831
4.86,-1.22171694999576
4.87,-1.22171284839276
4.88,-1.22170872759166
4.89,-1.22170457915648
4.9,-1.22170038294004
4.91,-1.22169613019736
4.92,-1.22169181852603
4.93,-1.2216874463229
4.94,-1.22168301294151
4.95,-1.22167851778689
4.96,-1.22167396040884
4.97,-1.22166934007983
4.98,-1.22166465665
4.99,-1.2216599150558
5,-1.22170209194229
5.01,-1.22169727722071
5.02,-1.22169243234937
5.03,-1.22168755773382
5.04,-1.22168265399496
5.05,-1.22167772093402
5.06,-1.22167275829614
5.07,-1.22166776591781
5.08,-1.22166274377325
5.09,-1.22165769339716
5.1,-1.22165262340457
5.11,-1.22164754114288
5.12,-1.2216424435107
5.13,-1.22163732895475
5.14,-1.22163219941127
5.15,-1.22162705943236
5.16,-1.22162190488559
5.17,-1.22161673596805
5.18,-1.22161155685272
5.19,-1.221606361467
5.2,-1.22160114121816
5.21,-1.22159589068431
5.22,-1.2215906040729
5.23,-1.22158528430525
5.24,-1.22157993337215
5.25,-1.22157455186263
5.26,-1.2215691378313
5.27,-1.22156368637413
5.28,-1.22155820123982
5.29,-1.22155268214423
5.3,-1.2215471209161
5.31,-1.22154150961449
5.32,-1.22153585064211
5.33,-1.22153014383663
5.34,-1.22152438449403
5.35,-1.22151857656906
5.36,-1.2215127218748
5.37,-1.22150681865091
5.38,-1.22150086182463
5.39,-1.22149483155662
5.4,-1.22148865087046
5.41,-1.22148228148103
5.42,-1.22147570662034
5.43,-1.22146892542568
5.44,-1.22146193741592
5.45,-1.22145474057104
5.46,-1.22144733047639
5.47,-1.22143969984559
5.48,-1.22143185057614
5.49,-1.22142379341567
5.5,-1.22141556189475
5.51,-1.22140716619232
5.52,-1.22139861358617
5.53,-1.22138990405386
5.54,-1.22138103192996
5.55,-1.22137199995442
5.56,-1.22136280869771
5.57,-1.22135345559941
5.58,-1.22134393357763
5.59,-1.22133424265774
5.6,-1.22132437354259
5.61,-1.22131431599649
5.62,-1.2213040692112
5.63,-1.22129362791599
5.64,-1.2212829948123
5.65,-1.22127216853804
5.66,-1.22126114159047
5.67,-1.22124991422107
5.68,-1.22123848142873
5.69,-1.22122699675714
5.7,-1.2212159626562
5.71,-1.2212056169193
5.72,-1.22119603163147
5.73,-1.22118723846313
5.74,-1.22117924961664
5.75,-1.22117207818855
5.76,-1.22116572867708
5.77,-1.2211602131296
5.78,-1.22115553742479
5.79,-1.22115163651706
5.8,-1.22114830296342
5.81,-1.22114544016991
5.82,-1.22114302516656
5.83,-1.22114104826348
5.84,-1.22113951353267
5.85,-1.22113842121671
5.86,-1.22113776626902
5.87,-1.22113755100811
5.88,-1.22113777197254
5.89,-1.22113836405212
5.9,-1.22113909858287
5.91,-1.22113987302083
5.92,-1.22114065805446
5.93,-1.22114144532332
5.94,-1.22114223249679
5.95,-1.22114301888493
5.96,-1.22114380431663
5.97,-1.22114458873716
5.98,-1.22114537212263
5.99,-1.22114615445646
6,-1.22118004626616
6.01,-1.22118082656289
6.02,-1.22118160580595
6.03,-1.22118238400636
6.04,-1.2211831611428
6.05,-1.22118393719825
6.06,-1.22118471224714
6.07,-1.22118548628615
6.08,-1.22118625933528
6.09,-1.22118703138383
6.1,-1.22118780238611
6.11,-1.22118857236689
6.12,-1.22118934132833
6.13,-1.22119010926208
6.14,-1.22119087618911
6.15,-1.22119164215787
6.16,-1.22119240718003
6.17,-1.22119317125938
6.18,-1.22119393432898
6.19,-1.22119469639977
6.2,-1.22119545742804
6.21,-1.22119621739127
6.22,-1.22119697632993
6.23,-1.22119773428549
6.24,-1.2211984912538
6.25,-1.22119924724447
6.26,-1.22120000225168
6.27,-1.22120075624671
6.28,-1.22120150922915
6.29,-1.22120226118905
6.3,-1.22120301214393
6.31,-1.22120376209578
6.32,-1.22120451110339
6.33,-1.22120525914835
6.34,-1.22120600618565
6.35,-1.22120675227851
6.36,-1.22120749739357
6.37,-1.22120824150454
6.38,-1.22120898465342
6.39,-1.22120972682029
6.4,-1.22121046802199
6.41,-1.22121120824682
6.42,-1.22121194749349
6.43,-1.22121268577053
6.44,-1.22121342309981
6.45,-1.22121415951092
6.46,-1.22121489497656
6.47,-1.2212156294854
6.48,-1.22121636301683
6.49,-1.221217095632
6.5,-1.22121782732566
6.51,-1.22121855806352
6.52,-1.22121928787291
6.53,-1.22122001674993
6.54,-1.22122074466749
6.55,-1.22122147161159
6.56,-1.22122219758896
6.57,-1.22122292261052
6.58,-1.2212236466595
6.59,-1.221224369789
6.6,-1.22122509199274
6.61,-1.22122581322951
6.62,-1.22122653352133
6.63,-1.22122725290698
6.64,-1.22122797141068
6.65,-1.22122868897041
6.66,-1.22122940559968
6.67,-1.22123012128763
6.68,-1.22123083603587
6.69,-1.22123154983864
6.7,-1.22123226267236
6.71,-1.22123297455252
6.72,-1.22123368551208
6.73,-1.2212343955799
6.74,-1.2212351047512
6.75,-1.2212358130546
6.76,-1.22123652051007
6.77,-1.22123722704841
6.78,-1.22123793265238
6.79,-1.22123863736716
6.8,-1.22123934119188
6.81,-1.22124004409531
6.82,-1.22124074606125
6.83,-1.22124144714454
6.84,-1.22124214735515
6.85,-1.22124284666398
6.86,-1.22124354512472
6.87,-1.22124424268002
6.88,-1.221244939287
6.89,-1.22124563496959
6.9,-1.22124632978245
6.91,-1.22124702368522
6.92,-1.22124771663624
6.93,-1.22124840873086
6.94,-1.22124909994251
6.95,-1.22124979018681
6.96,-1.2212504794941
6.97,-1.2212511679278
6.98,-1.22125185550044
6.99,-1.22125254226889
7,-1.22125583231257
7.01,-1.22125651741324
7.02,-1.22125720161607
7.03,-1.22125788494144
7.04,-1.22125856739605
7.05,-1.22125924897387
7.06,-1.22125992967003
7.07,-1.2212606094704
7.08,-1.22126128838784
7.09,-1.22126196643864
7.1,-1.22126264364868
7.11,-1.22126332000064
7.12,-1.22126399546529
7.13,-1.22126467007984
7.14,-1.221265343811
7.15,-1.22126601668615
7.16,-1.22126668874632
7.17,-1.22126735993438
7.18,-1.22126803024748
7.19,-1.2212686997254
7.2,-1.22126936833097
7.21,-1.22127003606075
7.22,-1.22127070296446
7.23,-1.22127136904106
7.24,-1.22127203431227
7.25,-1.22127269877257
7.26,-1.22127336237765
7.27,-1.2212740250808
7.28,-1.22127468696416
7.29,-1.22127534802909
7.3,-1.22127600826811
7.31,-1.22127666762895
7.32,-1.22127732614619
7.33,-1.22127798381979
7.34,-1.2212786406177
7.35,-1.2212792966089
7.36,-1.22127995178957
7.37,-1.22128060615818
7.38,-1.22128125973347
7.39,-1.22128191249867
7.4,-1.22128256444473
7.41,-1.2212832155727
7.42,-1.22128386588587
7.43,-1.22128451535611
7.44,-1.22128516398543
7.45,-1.22128581176369
7.46,-1.22128645873699
7.47,-1.22128710489223
7.48,-1.22128775024255
7.49,-1.22128839478032
7.5,-1.22128903853149
7.51,-1.2212896814743
7.52,-1.22129032358682
7.53,-1.22129096488129
7.54,-1.22129160538283
7.55,-1.22129224508529
7.56,-1.22129288398348
7.57,-1.22129352211386
7.58,-1.22129415942053
7.59,-1.22129479591864
7.6,-1.22129542917664
7.61,-1.22129605367367
7.62,-1.221296671417
7.63,-1.22129727943906
7.64,-1.22129788287368
7.65,-1.22129848205283
7.66,-1.22129907223913
7.67,-1.22129965567027
7.68,-1.22130022940919
7.69,-1.22130079859479
7.7,-1.22130136598258
7.71,-1.22130192994066
7.72,-1.22130248518882
7.73,-1.22130303618612
7.74,-1.22130358549594
7.75,-1.22130413385209
7.76,-1.22130467905252
7.77,-1.22130521567768
7.78,-1.22130574810219
7.79,-1.22130627888138
7.8,-1.22130680874161
7.81,-1.22130733793115
7.82,-1.22130786649437
7.83,-1.22130839442803
7.84,-1.22130892172911
7.85,-1.22130944835975
7.86,-1.22130997430924
7.87,-1.22131049957066
7.88,-1.22131102415412
7.89,-1.22131154810949
7.9,-1.22131207143705
7.91,-1.2213125964998
7.92,-1.22131312876539
7.93,-1.22131366390816
7.94,-1.22131419939606
7.95,-1.22131473449054
7.96,-1.22131527138951
7.97,-1.22131581549343
7.98,-1.2213163623941
7.99,-1.22131690724633
8,-1.22132080316636
8.01,-1.22132132320695
8.02,-1.22132182792985
8.03,-1.22132231705385
8.04,-1.22132279053351
8.05,-1.22132324836185
8.06,-1.22132369057189
8.07,-1.2213241171572
8.08,-1.22132452817056
8.09,-1.22132492129872
8.1,-1.22132529107061
8.11,-1.22132563947536
8.12,-1.22132596126837
8.13,-1.22132625602262
8.14,-1.22132652839588
8.15,-1.22132677390606
8.16,-1.22132699006862
8.17,-1.22132717855563
8.18,-1.22132734462823
8.19,-1.22132748628841
8.2,-1.22132760881599
8.21,-1.22132771739071
8.22,-1.2213278182264
8.23,-1.22132790724654
8.24,-1.22132798204603
8.25,-1.22132804194555
8.26,-1.22132808911835
8.27,-1.2213281289335
8.28,-1.2213281570931
8.29,-1.22132817346066
8.3,-1.22132818747192
8.31,-1.22132820783711
8.32,-1.22132823118837
8.33,-1.2213282553044
8.34,-1.22132828190232
8.35,-1.22132831622242
8.36,-1.2213283539001
8.37,-1.22132839477896
8.38,-1.22132844357547
8.39,-1.22132848398666
8.4,-1.22132847461572
8.41,-1.2213283974281
8.42,-1.2213282473132
8.43,-1.22132802282637
8.44,-1.22132772357513
8.45,-1.22132734946004
8.46,-1.22132690048632
8.47,-1.22132637662778
8.48,-1.22132577790179
8.49,-1.22132511371108
8.5,-1.22132441282096
8.51,-1.22132368374492
8.52,-1.22132293235484
8.53,-1.22132215684343
8.54,-1.22132136253479
8.55,-1.22132054984649
8.56,-1.22131971413845
8.57,-1.22131885758441
8.58,-1.22131797728789
8.59,-1.22131707826154
8.6,-1.22131616320833
8.61,-1.22131523290542
8.62,-1.22131428752111
8.63,-1.22131332715432
8.64,-1.22131235181132
8.65,-1.2213113614618
8.66,-1.22131035609658
8.67,-1.22130933570014
8.68,-1.22130830029292
8.69,-1.22130724510383
8.7,-1.22130615439615
8.71,-1.22130502112887
8.72,-1.22130384327272
8.73,-1.22130262259193
8.74,-1.22130136435912
8.75,-1.22130006413711
8.76,-1.22129871931049
8.77,-1.2212973291127
8.78,-1.22129589329754
8.79,-1.22129440456097
8.8,-1.22129284151417
8.81,-1.22129119890079
8.82,-1.22128946927866
8.83,-1.22128764909393
8.84,-1.22128573955113
8.85,-1.22128374566359
8.86,-1.22128166283364
8.87,-1.22127949069453
8.88,-1.22127723385324
8.89,-1.22127489956334
8.9,-1.22127252477953
8.91,-1.22127012661021
8.92,-1.22126770984559
8.93,-1.22126527577666
8.94,-1.22126282476178
8.95,-1.22126035693999
8.96,-1.22125787221891
8.97,-1.2212553706497
8.98,-1.22125285220749
8.99,-1.22125031917139
9,-1.22123245037774
9.01,-1.22122989751171
9.02,-1.22122733673117
9.03,-1.22122476518954
9.04,-1.22122218825661
9.05,-1.22121960619906
9.06,-1.22121701422796
9.07,-1.22121441463215
9.08,-1.22121180445239
9.09,-1.22120917150285
9.1,-1.221206458943
9.11,-1.22120363612055
9.12,-1.22120069755762
9.13,-1.22119763785111
9.14,-1.22119446130606
9.15,-1.22119116768108
9.16,-1.22118775148133
9.17,-1.22118421458741
9.18,-1.22118055350297
9.19,-1.22117679303024
9.2,-1.22117299952566
9.21,-1.22116919750069
9.22,-1.22116540028298
9.23,-1.22116161066828
9.24,-1.22115782432147
9.25,-1.22115404611766
9.26,-1.22115027917411
9.27,-1.22114652171088
9.28,-1.22114276819276
9.29,-1.2211389825511
9.3,-1.22113503005247
9.31,-1.22113084437763
9.32,-1.22112640946516
9.33,-1.2211217161334
9.34,-1.22111676718862
9.35,-1.22111156095147
9.36,-1.22110609068575
9.37,-1.22110035704988
9.38,-1.22109435539801
9.39,-1.22108809978197
9.4,-1.22108162836073
9.41,-1.22107496221456
9.42,-1.2210681022871
9.43,-1.22106105177084
9.44,-1.2210538042112
9.45,-1.22104635774664
9.46,-1.22103871642308
9.47,-1.22103087608618
9.48,-1.22102283867531
9.49,-1.22101460701365
9.5,-1.22100621260537
9.51,-1.22099766951495
9.52,-1.22098898064328
9.53,-1.22098014621974
9.54,-1.22097116502995
9.55,-1.22096203606393
9.56,-1.22095275851388
9.57,-1.22094333139454
9.58,-1.22093375333797
9.59,-1.22092401211596
9.6,-1.22091406947785
9.61,-1.22090390642362
9.62,-1.22089351663658
9.63,-1.22088289741157
9.64,-1.22087204343753
9.65,-1.220860945774
9.66,-1.22084960704533
9.67,-1.22083802865724
9.68,-1.22082620838425
9.69,-1.22081417675984
9.7,-1.22080203734948
9.71,-1.22078983712766
9.72,-1.2207775895178
9.73,-1.22076529897585
9.74,-1.22075296693163
9.75,-1.22074059390502
9.76,-1.22072817935114
9.77,-1.22071572382513
9.78,-1.22070322685435
9.79,-1.22069067091335
9.8,-1.22067799619553
9.81,-1.22066517142215
9.82,-1.22065218033092
9.83,-1.22063902610057
9.84,-1.2206257095717
9.85,-1.22061223086558
9.86,-1.22059858536473
9.87,-1.22058476554352
9.88,-1.22057077505692
9.89,-1.22055663508128
9.9,-1.22054240820209
9.91,-1.2205281246511
9.92,-1.22051380091628
9.93,-1.22049943355592
9.94,-1.22048502011679
9.95,-1.2204705606523
9.96,-1.22045605789506
9.97,-1.22044151923371
9.98,-1.2204269394805
9.99,-1.2204123088627
10,-1.22041269862675
10.01,-1.2203979101484
10.02,-1.22038303478779
10.03,-1.22036806834024
10.04,-1.22035300247883
10.05,-1.22033784273136
10.06,-1.22032259266402
10.07,-1.22030725288517
10.08,-1.22029182337924
10.09,-1.22027627263299
10.1,-1.2202605017611
10.11,-1.22024447152348
10.12,-1.22022816327793
10.13,-1.22021157605948
10.14,-1.2201946992084
10.15,-1.22017752881839
10.16,-1.22016007033193
10.17,-1.22014231762073
10.18,-1.22012427123286
10.19,-1.22010595777991
10.2,-1.22008749198237
10.21,-1.22006893319176
10.22,-1.22005029245192
10.23,-1.22003158096562
10.24,-1.22001278950968
10.25,-1.21999391910719
10.26,-1.21997497765907
10.27,-1.21995596149636
10.28,-1.21993687477647
10.29,-1.21991771086126
10.3,-1.21989846548461
10.31,-1.21987914077873
10.32,-1.21985974540758
10.33,-1.21984027231408
10.34,-1.21982071647213
10.35,-1.21980107914569
10.36,-1.21978136279754
10.37,-1.21976157580166
10.38,-1.21974171104752
10.39,-1.21972176928041
10.4,-1.21970176676901
10.41,-1.21968171662787
10.42,-1.21966161435685
10.43,-1.21964145680888
10.44,-1.21962124673976
10.45,-1.21960099266238
10.46,-1.21958068865554
10.47,-1.21956033499434
10.48,-1.21953994061822
10.49,-1.21951949299848
10.5,-1.21949897444825
10.51,-1.21947838267635
10.52,-1.2194577248305
10.53,-1.21943699374271
10.54,-1.21941618497642
10.55,-1.21939529878033
10.56,-1.21937433656236
10.57,-1.21935330868264
10.58,-1.21933220726625
10.59,-1.21931102958074
10.6,-1.21928977617559
10.61,-1.21926845829514
10.62,-1.21924706770521
10.63,-1.2192256004055
10.64,-1.21920405870853
10.65,-1.21918245336639
10.66,-1.21916077695583
10.67,-1.21913902813346
10.68,-1.21911721566138
10.69,-1.21909535006697
10.7,-1.21907347804454
10.71,-1.21905161440929
10.72,-1.21902976941791
10.73,-1.21900794253326
10.74,-1.21898614436769
10.75,-1.21896437720816
10.76,-1.21894263658961
10.77,-1.21892092690625
10.78,-1.21889923965514
10.79,-1.21887756651609
10.8,-1.21885585514588
10.81,-1.21883408549226
10.82,-1.21881226236247
10.83,-1.21879037403847
10.84,-1.2187684179841
10.85,-1.2187463917861
10.86,-1.21872430129426
