Time,Idc
1.18,0.0324074544038601
1.19,0.0323941014159544
1.2,0.0324111677000385
1.21,0.0323924859801951
1.22,-0.0470734576712569
1.23,0.0323940171313373
1.24,1.71200130727206
1.25,1.75162980023491
1.26,0.0323937794696717
1.27,0.0324075780950283
1.28,0.0323874817556748
1.29,0.0324220675986037
1.3,0.0332385052691188
1.31,0.0324104644939198
1.32,0.0405377435232103
1.33,0.0323927714885148
1.34,0.03263495373163
1.35,0.0323924877264234
1.36,0.034504982120191
1.37,0.574744781938913
1.38,0.0332555128920467
1.39,0.0324074466622483
1.4,0.0324081420103396
1.41,0.0324119125828048
1.42,0.0393685045194481
1.43,0.0727587079481774
1.44,0.0323924857473646
1.45,0.0324101737469151
1.46,0.0323978808941837
1.47,0.0363096453895297
1.48,0.0324048829202439
1.49,0.0326202929812708
1.5,0.0324104468691278
1.51,0.157921007925704
1.52,0.0720276867417568
1.53,0.0324075516105665
1.54,0.699826353677346
1.55,0.0323933862772761
1.56,0.0324075236127066
1.57,1.90309953211252
1.58,0.0323924906368037
1.59,0.0702967684839831
1.6,0.0323927400564063
1.61,0.0359036565750662
1.62,0.0324135234201632
1.63,0.0324092776989896
1.64,0.0324074689557622
1.65,0.0324145887358144
1.66,-0.0801621153956359
1.67,0.0324074497472515
1.68,0.17709348531943
1.69,0.032392563163484
1.7,0.0324131494362785
1.71,0.0324125214925975
1.72,0.0331312506490804
1.73,0.0324098660614966
1.74,0.0326044722696882
1.75,0.0323924916263331
1.76,0.0363564116523167
1.77,0.04281245891307
1.78,0.0471143276696635
1.79,0.0324207086958881
1.8,0.0323946969379974
1.81,0.032393855547016
1.82,0.0324815167172125
1.83,0.0324075365930034
1.84,0.0551676109629921
1.85,0.0323925141526775
1.86,0.0323924885995375
1.87,0.0333780984769622
1.88,0.0324074240194885
1.89,0.0324374456534365
1.9,0.0438626626346778
1.91,0.0324077352555712
1.92,0.0323902981890211
1.93,0.0324770308435594
1.94,0.145696047786036
1.95,0.0368975425266865
1.96,0.0323898970803906
1.97,0.0323931143313291
1.98,0.0336528029989821
1.99,2.7537191734214
2,0.032461439702785
2.01,0.0462946126658447
2.02,0.0323941674815902
2.03,0.0447628045463878
2.04,2.70226067895404
2.05,0.0324140575331791
2.06,0.0324087337610012
2.07,0.0325442939843673
2.08,0.0324090405029849
2.09,0.0327099881120449
2.1,0.0323951720284983
2.11,0.032409308257984
2.12,0.0324136382055673
2.13,3.1067136199501
2.14,0.0324070962524449
2.15,0.0324132276212098
2.16,0.630972690199254
2.17,0.0323925214868362
2.18,0.0324122628179854
2.19,0.105034082796216
2.2,1.04524901025045
2.21,0.032765427354597
2.22,0.0324522053446175
2.23,0.0323924882502917
2.24,0.0417554575080893
2.25,0.0361725601389333
2.26,0.0523819644358795
2.27,-0.147701528431109
2.28,0.0909259184640414
2.29,0.0517550304824795
2.3,0.0521773276136617
2.31,0.0994765518371948
2.32,0.0324202911727122
2.33,0.0340117735699211
2.34,0.0371101800429038
2.35,0.757064397382361
2.36,0.184522179960322
2.37,0.0323989351503894
2.38,0.104039882174264
2.39,0.0324278862760958
2.4,0.116575169484916
2.41,0.0324293468214089
2.42,0.125913679568478
2.43,0.0357257332737807
2.44,0.92266950601049
2.45,0.0328183837176255
2.46,0.0382530136889264
2.47,0.0328379440813199
2.48,0.0332622820876723
2.49,0.0402596861144109
2.5,2.7151129172287
2.51,0.0325179380448873
2.52,0.0346627468581892
2.53,0.0327045484824998
2.54,0.0324163700632582
2.55,4.57815801389435
2.56,0.037316676423591
2.57,1.17382778174631
2.58,0.052174849936484
2.59,0.034391075813575
2.6,0.192150769960169
2.61,0.12467334989042
2.62,4.31935599527511
2.63,0.0401707383693304
2.64,1.21296594709838
2.65,0.0521869689934098
2.66,0.0402107895113595
2.67,0.419212444785503
2.68,0.932114946485597
2.69,2.00209674210878
2.7,0.0625924488841584
2.71,2.03636682704449
2.72,5.37367540058903
2.73,0.0337921081713524
2.74,0.032551322948437
2.75,0.446152325846401
2.76,5.143525129344
2.77,0.0329482915747506
2.78,0.0342322557134266
2.79,5.59851691545484
2.8,0.0338607487952162
2.81,0.0625351625856593
2.82,0.0342730424250047
2.83,0.0325703410160687
2.84,0.0331064455349142
2.85,3.54549403695406
2.86,0.0330995811116406
2.87,1.12828081945075
2.88,3.68748489300888
2.89,0.079840411946758
2.9,0.0326088462683178
2.91,0.0624556193153598
2.92,2.5802653957837
2.93,0.139751913940156
2.94,0.0636375411046233
2.95,0.733915505384216
2.96,0.526717501662745
2.97,0.0328367732934819
2.98,0.458575908029361
2.99,0.0528617494263959
3,1.64817228573885
3.01,5.25124455472744
3.02,1.85987761826934
3.03,0.0328427249171518
3.04,0.142108836983274
3.05,3.63570588871824
3.06,0.0626744277233081
3.07,0.231000493025794
3.08,1.82763840779637
3.09,5.87787171269106
3.1,1.65159591564116
3.11,0.749799196912583
3.12,0.0348969873134051
3.13,3.43699672574267
3.14,0.541463667555118
3.15,0.0403693702157273
3.16,0.0679421500547087
3.17,3.916043936515
3.18,0.151285580904998
3.19,0.0330631235448517
3.2,0.033392535884728
3.21,0.0461039910255136
3.22,5.11002026799803
3.23,3.08254608164782
3.24,1.7169413946208
3.25,2.67214420443324
3.26,0.0325192617902075
3.27,0.138413920497603
3.28,0.0691094339109953
3.29,1.50771369326591
3.3,2.80629744623352
3.31,0.0346915442454882
3.32,0.0661036536590085
3.33,0.0666049019023759
3.34,5.38657770531115
3.35,1.30611529529121
3.36,0.0632605915542985
3.37,3.6445406853498
3.38,0.167736289138341
3.39,0.697053096244368
3.4,2.57802405990831
3.41,0.0649356495296613
3.42,6.0550289680477
3.43,0.0460117173558894
3.44,1.74581864648983
3.45,0.533250126957578
3.46,0.155804631841146
3.47,3.32063967008112
3.48,2.82474144545303
3.49,6.22450768504816
3.5,0.237970046632703
3.51,0.0365755470002889
3.52,13.8724741862956
3.53,2.79424916406758
3.54,0.062261269232759
3.55,6.4145480649632
3.56,0.0645751517656971
3.57,0.572462582272957
3.58,0.334930076070345
3.59,0.843264160495839
3.6,7.22731139270458
3.61,0.769885696496537
3.62,0.0339637847145248
3.63,0.545321160627162
3.64,0.0686455997018398
3.65,0.0548898941390238
3.66,7.41413975902713
3.67,0.0481787523831482
3.68,0.171436317299778
3.69,5.68512026864724
3.7,0.243126275678126
3.71,0.155815256604459
3.72,6.35581403951432
3.73,0.466646645339768
3.74,4.00699437250447
3.75,0.213957005247185
3.76,0.095298066900434
3.77,1.17617504314132
3.78,10.4989395234833
3.79,4.73575068421866
3.8,0.189124133165348
3.81,0.719515991249458
3.82,0.711046159117327
3.83,4.19165975295384
3.84,13.823926019111
3.85,0.0379992783996711
3.86,0.213843368873476
3.87,2.92653779962234
3.88,2.05395412772945
3.89,9.7789283924904
3.9,0.11205033456301
3.91,0.854898341302519
3.92,1.81287484127541
3.93,10.4060076641659
3.94,0.494978620148264
3.95,2.57935248424074
3.96,7.01110593972499
3.97,9.82762922776688
3.98,2.41240836732041
3.99,13.562601831391
4,4.56439769916205
4.01,3.57742168775603
4.02,2.57431716783536
4.03,1.70517841797937
4.04,2.48984246128674
4.05,0.179325075519152
4.06,10.4498757407756
4.07,9.03764909134838
4.08,3.04222194623764
4.09,0.214086149187656
4.1,2.25657667915866
4.11,9.46343487849296
4.12,2.79735919839559
4.13,2.73178677503953
4.14,0.0977940820420945
4.15,0.920636182637252
4.16,3.65856822085189
4.17,5.81115615618896
4.18,4.47345490644763
4.19,2.50260898559822
4.2,0.208969522527827
4.21,0.214287523473415
4.22,0.10418915023123
4.23,20.4916459506565
4.24,11.5430833222194
4.25,0.0462152912950619
4.26,0.234516828393883
4.27,0.0863950548515922
4.28,3.49629296572273
4.29,0.222514155730925
4.3,2.50022336621621
4.31,9.40276208654603
4.32,6.51961685833445
4.33,4.2652984572919
4.34,7.20491168758827
4.35,0.491707161628112
4.36,4.43950072853459
4.37,2.611561448248
4.38,0.0984686224851108
4.39,7.06400808270986
4.4,4.687462252189
4.41,18.4991794075121
4.42,0.0815009576253895
4.43,4.10831286735346
4.44,2.70311828312867
4.45,0.136688337374605
4.46,10.1454258731773
4.47,1.191819824788
4.48,4.06834996951383
4.49,0.43732662572528
4.5,17.5265719010348
4.51,0.133409538630074
4.52,0.204062820490092
4.53,10.9635474709477
4.54,2.62586051421122
4.55,0.705040405870041
4.56,9.42389115442245
4.57,0.112367157237446
4.58,4.72501551941392
4.59,17.7164981217893
4.6,1.87923013110986
4.61,0.355514939198909
4.62,2.39477744982385
4.63,15.7313783754838
4.64,1.1209105313841
4.65,0.368461761112135
4.66,6.76898263931009
4.67,16.9716841663092
4.68,0.131688130214966
4.69,0.650349751620897
4.7,10.1834112433036
4.71,0.929722233400545
4.72,3.34361292257536
4.73,2.17408670635504
4.74,1.29413455589543
4.75,6.43245338041442
4.76,2.56157314128845
4.77,7.4816245886805
4.78,11.0465960904933
4.79,1.67945156659996
4.8,2.33778039529271
4.81,7.315784481688
4.82,4.92674867556935
4.83,4.51209356851614
4.84,11.4310023999263
4.85,10.0393508787422
4.86,0.360147282060366
4.87,3.71296993835307
4.88,14.7815286637676
4.89,15.7231265887621
4.9,5.3156995635255
4.91,0.212480753496101
4.92,18.2085966111837
4.93,0.331411868687359
4.94,1.19305294417318
4.95,2.89252175003611
4.96,0.439643514843708
4.97,4.41688491346896
4.98,4.76132859914985
4.99,8.30830092060827
5,3.21833866827379
5.01,11.2229520483276
5.02,0.396497254780223
5.03,4.45533047334356
5.04,2.71643184779588
5.05,0.725129094234699
5.06,10.2466683626848
5.07,15.5116631722671
5.08,5.06864613432698
5.09,0.268744692452857
5.1,1.43185576902121
5.11,12.8764612700325
5.12,12.1223919654463
5.13,6.9552574302044
5.14,2.60467576959309
5.15,8.50318572129304
5.16,5.37661335104914
5.17,11.1098968728568
5.18,15.083640776566
5.19,3.25354696964926
5.2,8.70038872864968
5.21,2.48259465249369
5.22,4.94444563326486
5.23,4.80974877292554
5.24,10.2770159243097
5.25,4.13376898025658
5.26,15.3541219983426
5.27,3.09710065498484
5.28,0.853980240784086
5.29,5.40207374784551
5.3,1.41924399552808
5.31,5.4156772715488
5.32,19.1301025097576
5.33,7.99597478935697
5.34,1.39580860953459
5.35,3.8035348120331
5.36,6.15179759758506
5.37,0.329943885618104
5.38,5.05431872938326
5.39,12.5010289004359
5.4,1.13513216098384
5.41,3.00795462616334
5.42,0.502082355692691
5.43,11.9598143182862
5.44,11.2711436565868
5.45,3.72329723708976
5.46,8.2942075153852
5.47,1.80928874733601
5.48,12.1894852268248
5.49,16.7826909130287
5.5,11.0588211370833
5.51,12.2682578620134
5.52,13.794005180782
5.53,4.36431167139981
5.54,18.9106049115067
5.55,12.6691760623374
5.56,7.67282624194628
5.57,1.40641309551032
5.58,21.6392081468042
5.59,16.9319831437897
5.6,23.3517097555539
5.61,12.6008845061381
5.62,7.1685418989612
5.63,27.4058689557723
5.64,23.9497666823363
5.65,19.0858519481923
5.66,15.4365414247932
5.67,15.7318129860732
5.68,26.8047666107996
5.69,1.40884229348575
5.7,17.6423415874318
5.71,9.4823221713879
5.72,17.3116637426214
5.73,11.601221764961
5.74,3.61045698762553
5.75,13.7370108940227
5.76,1.01735200426521
5.77,6.00304099684661
5.78,5.04251277713313
5.79,0.581753100765364
5.8,1.57452425380615
5.81,0.930152574287244
5.82,1.80769453418706
5.83,0.39367853847344
5.84,4.7561981185893
5.85,0.766756280722905
5.86,0.0221059096817644
5.87,0.24952743571306
5.88,0.0647515267567092
5.89,-1.61111981482958
5.9,0.222782144887243
5.91,0.218491551351875
5.92,0.00313045817440287
5.93,0.0654905153744903
5.94,-3.34015364052109
5.95,-1.97093636555886
5.96,1.38633660762292
5.97,-0.0974658765749204
5.98,-1.99773446633134
5.99,-0.55613397740462
6,0.253118170474762
6.01,-2.24271782608869
6.02,0.235093905447219
6.03,-3.6373336037302
6.04,0.0411969080068677
6.05,-0.217476710972595
6.06,-0.0748123838407135
6.07,0.0570138346515548
6.08,-3.80571552448387
6.09,0.0244137229655695
6.1,0.106749823652896
6.11,-3.6048651819976
6.12,0.145788030953599
6.13,0.133703849453704
6.14,-2.86940308091599
6.15,0.859579149681478
6.16,-2.07241874782956
6.17,-4.11336191948215
6.18,-1.93056955284186
6.19,-4.1583513559737
6.2,0.391575869582199
6.21,0.404825616450928
6.22,-2.66992841651366
6.23,-0.680279824840176
6.24,-1.9566237668263
6.25,-6.14529613910892
6.26,-0.785433043225319
6.27,-4.04167201746088
6.28,-2.05347303651025
6.29,-1.62228898913798
6.3,0.134438704865619
6.31,-2.71096902642072
6.32,-1.78925050937657
6.33,-1.94116251312902
6.34,-0.134846288040834
6.35,-4.44843344409683
6.36,-0.097013466622694
6.37,-3.3489350291689
6.38,0.0398901089069518
6.39,0.0436253812393701
6.4,0.054608651318848
6.41,-1.98987907539073
6.42,0.742334347721599
6.43,-0.00725784196140633
6.44,0.657749342748564
6.45,-0.529548907398957
6.46,1.04626211194274
6.47,-3.50821705733175
6.48,-3.694704544823
6.49,0.147023702975238
6.5,0.367013811762961
6.51,0.323275728434897
6.52,-5.87720247764699
6.53,-3.12644812102052
6.54,0.896716689073795
6.55,0.124678798401503
6.56,-0.57996650989477
6.57,-0.0466727622445998
6.58,-2.55570219500812
6.59,-2.15434941791339
6.6,0.169058658902066
6.61,-1.21854662031698
6.62,0.397654668430539
6.63,0.615907888128308
6.64,-1.39770232463247
6.65,0.375421095383839
6.66,-0.705171523510248
6.67,-2.03700382708072
6.68,-1.6008249687094
6.69,-2.5910693429561
6.7,0.202351150557137
6.71,0.0580636854143376
6.72,1.4401565969457
6.73,0.825286512079321
6.74,0.454831469499885
6.75,-3.09512458968767
6.76,-2.80099413211145
6.77,-3.04223469411962
6.78,-3.85384870453978
6.79,-3.07666723841157
6.8,2.31931405546918
6.81,0.392730842063621
6.82,-2.63808637443551
6.83,-1.44660695563123
6.84,0.644485630186529
6.85,-3.14698326910096
6.86,-2.83430855201573
6.87,0.0722703668806419
6.88,-3.87914368998103
6.89,-1.13803842881806
6.9,-0.0753147748740585
6.91,-4.7851478403944
6.92,3.02922357862277
6.93,-0.204211294824255
6.94,-3.33648141823855
6.95,-2.07936523533282
6.96,0.0218589933677534
6.97,-0.415945622555724
6.98,0.0474084570601777
6.99,-4.97826188436996
7,0.326750666156462
7.01,0.13093542958475
7.02,0.242143539917787
7.03,-3.43388675241238
7.04,-0.00615508711814038
7.05,-3.50348598231726
7.06,-3.73899931022368
7.07,-2.07174736641776
7.08,-0.609572327436159
7.09,-0.0417804838776352
7.1,-4.64353683066186
7.11,0.278247942571072
7.12,0.207471528522712
7.13,0.866751759250166
7.14,-2.94294207880994
7.15,2.9876317291588
7.16,2.57922029977975
7.17,-0.0410468983350209
7.18,-1.74194243397556
7.19,-1.55319532194083
7.2,0.0913850317790886
7.21,3.72419756250584
7.22,0.19856900141357
7.23,-2.81834154604065
7.24,-1.49516303963264
7.25,-4.81290150299622
7.26,2.50356129501922
7.27,-2.01346557859261
7.28,-2.41297965476222
7.29,0.0301955940926148
7.3,0.0918674405599933
7.31,0.0782701664330103
7.32,-2.8749838266991
7.33,-2.83739714673529
7.34,0.028427711616915
7.35,-0.00295908060588076
7.36,-0.836246423116624
7.37,-0.117603073438523
7.38,-5.51189260385245
7.39,-1.50385820942447
7.4,-2.43388459814192
7.41,1.52334986572837
7.42,1.16169412703879
7.43,1.57312242367188
7.44,-3.01932236424536
7.45,-0.726224482692648
7.46,-5.07526930069203
7.47,0.0747924523249344
7.48,0.0633891988085053
7.49,0.258246942734186
7.5,0.222918351215064
7.51,-0.239573131851818
7.52,0.444725638676771
7.53,-5.05866008847194
7.54,-3.49486771320429
7.55,0.087740643002188
7.56,-4.11922481054831
7.57,-0.00887693007365774
7.58,-2.27372855910474
7.59,-1.79357809733961
7.6,-0.175564167492235
7.61,-2.47321974573676
7.62,0.0522791328834847
7.63,-2.85840115103671
7.64,-3.42351546171605
7.65,0.145005816376197
7.66,0.222057740908496
7.67,-0.37143095113834
7.68,-2.91017330447857
7.69,0.0790131498147385
7.7,-0.0280645438903207
7.71,-2.21931738807188
7.72,-1.80279551289647
7.73,-3.65470430731426
7.74,-1.90158002645831
7.75,-0.0908357810097967
7.76,-1.06905408949166
7.77,0.0612890256970086
7.78,0.501081719450804
7.79,0.148415060816155
7.8,-0.0955763421182506
7.81,0.369358071554109
7.82,-3.16436973263997
7.83,-2.78065990403061
7.84,2.79858795838013
7.85,-5.8227146932238
7.86,0.127513960698113
7.87,0.968200786395391
7.88,0.0662578105609022
7.89,-1.29400627780139
7.9,-0.119668092006642
7.91,-2.8753442343116
7.92,-4.03157613635533
7.93,-3.47896487267751
7.94,0.136234199796331
7.95,0.0688601326906214
7.96,-1.95461428827022
7.97,0.133649999977356
7.98,0.588021236030039
7.99,-3.77115063074633
8,-1.48976681184003
8.01,0.0624993556975001
8.02,-3.6414397033027
8.03,0.0179916432907533
8.04,0.054935170158504
8.05,0.220300042610607
8.06,-1.17528793870656
8.07,0.241287487300948
8.08,0.611122859246999
8.09,0.0350015171188731
8.1,-4.13518386281504
8.11,-2.27680187205697
8.12,-1.79621007973833
8.13,-2.03111909420365
8.14,0.161138621800739
8.15,1.14086853128151
8.16,0.13445627406344
8.17,1.92141260967299
8.18,-3.61194292619078
8.19,0.321207447272112
8.2,-1.52169427457322
8.21,-2.22300050960059
8.22,-1.66906812068381
8.23,-3.44235989358885
8.24,0.118594214660311
8.25,0.395434490589168
8.26,-1.70467490738914
8.27,-3.4725570570682
8.28,0.0506142666529216
8.29,0.443006960838787
8.3,1.19209854504082
8.31,0.263397222612771
8.32,0.374412368820348
8.33,1.18713161495026
8.34,-2.13330410482424
8.35,-1.13420911701789
8.36,-1.9708944032743
8.37,0.707670936338174
8.38,-0.0689379320571158
8.39,-1.2403348950061
8.4,0.193538630093777
8.41,-2.26853242054852
8.42,-1.01698740013735
8.43,-2.94347499962966
8.44,-3.54237378463788
8.45,0.120906813890104
8.46,0.203773388557888
8.47,0.506908209387335
8.48,0.227134083479446
8.49,1.27875922902655
8.5,1.40356596760415
8.51,0.923799681340075
8.52,1.33812061478745
8.53,-0.311024914882407
8.54,-1.26351791626669
8.55,3.18055856605665
8.56,-0.983600797326978
8.57,-0.723576931097423
8.58,2.90287259607876
8.59,-0.811220070037877
8.6,-0.833644684855313
8.61,-1.2410181068815
8.62,0.22780001002342
8.63,-1.60322678163483
8.64,1.19546817739874
8.65,0.792660542094927
8.66,-1.0842332575808
8.67,-0.0108974498102858
8.68,1.19973133017943
8.69,0.654785243580174
8.7,2.63967567368989
8.71,2.70083054286719
8.72,-0.884991167103752
8.73,0.22377940781148
8.74,0.408989552163107
8.75,0.976509185674562
8.76,-0.671316693412113
8.77,1.08502169483433
8.78,1.54525988845312
8.79,1.18242204597121
8.8,0.382763221527761
8.81,0.344632413114154
8.82,0.470783245187377
8.83,0.754796591281728
8.84,0.288070604450262
8.85,3.44244879988185
8.86,1.75732282816985
8.87,4.59813479536188
8.88,4.22365236741716
8.89,0.193657054404646
8.9,2.24213607044017
8.91,0.221753374766587
8.92,0.464913486857878
8.93,1.3345852878483
8.94,0.264991540057648
8.95,1.91295532657739
8.96,2.70962825735221
8.97,2.932018094697
8.98,0.467202021199663
8.99,0.559856344590213
9,1.46712361397413
9.01,8.64532993781928
9.02,7.01306323825714
9.03,1.16041305360637
9.04,10.9033963897676
9.05,0.369849965730483
9.06,0.384128491625632
9.07,5.92794151949935
9.08,1.88340308280713
9.09,3.38752773088468
9.1,4.50263779767969
9.11,5.47920289861182
9.12,0.548025424302828
9.13,4.23847022906403
9.14,3.31920797046758
9.15,0.534102870517967
9.16,2.00191815907035
9.17,6.96314399213429
9.18,4.2545021063371
9.19,0.901791994862935
9.2,7.22396199320708
9.21,4.09266052587721
9.22,0.529518895094193
9.23,7.16940689127718
9.24,9.18168177178906
9.25,3.46744342533197
9.26,4.34458901796039
9.27,0.265285620042016
9.28,2.12829278321664
9.29,2.07089802066005
9.3,0.540085289731977
9.31,4.75883172714609
9.32,11.9744999171368
9.33,2.75224200470164
9.34,9.43368119706097
9.35,2.90677163373756
9.36,8.88122106971762
9.37,2.84698172628633
9.38,3.25143854645814
9.39,14.1549786854719
9.4,3.30603146320587
9.41,0.948150979711585
9.42,2.68135283420398
9.43,17.5887145021522
9.44,0.906272717742908
9.45,10.399900166044
9.46,17.3454941559787
9.47,3.18208459272962
9.48,17.856228182525
9.49,1.1875174349569
9.5,1.17040384040907
9.51,4.62185557144343
9.52,13.1854037096129
9.53,5.99685026309117
9.54,14.9036792762114
9.55,1.16571782646547
9.56,13.3498913192238
9.57,11.426050066662
9.58,12.1944547691565
9.59,13.6874874647601
9.6,17.6089153464745
9.61,1.73816746631596
9.62,4.76582031568873
9.63,9.85136722539644
9.64,12.5112109162534
9.65,15.2530212380876
9.66,18.1027906361335
9.67,21.3358745186445
9.68,15.7718333996196
9.69,4.81720468526956
9.7,12.0797965183119
9.71,26.1725366465196
9.72,26.5330363635938
9.73,21.6656137029153
9.74,14.2028922528314
9.75,21.2548324376591
9.76,4.98177141864851
9.77,16.2770976697194
9.78,14.0577813918223
9.79,15.3422737381712
9.8,15.4018890865463
9.81,19.6977376755931
9.82,16.5599958805614
9.83,14.5372590652056
9.84,16.2356673170907
9.85,7.54010314757122
9.86,25.0610133552048
9.87,21.0587931902119
9.88,17.1045268328831
9.89,15.3237114550375
9.9,15.3606196631583
9.91,17.7200965307003
9.92,20.2724192607316
9.93,16.6807909712023
9.94,16.517225456071
9.95,15.6533595818406
9.96,23.9723060585423
9.97,12.0375451635466
9.98,18.8072494296854
9.99,20.4891038808522
10,13.4653079502356
10.01,21.431378927773
10.02,16.9814003675201
10.03,26.4016050164253
10.04,7.83415549776666
10.05,2.43810658736671
10.06,12.9467665682405
10.07,17.519575989975
10.08,21.9876230971592
10.09,26.7628908334227
10.1,19.1677258199441
10.11,15.6021815030512
10.12,17.5178844850663
10.13,29.1105007028789
10.14,19.6980842592236
10.15,16.4136481247514
10.16,13.2247831798327
10.17,20.2426520524796
10.18,23.2555324699513
10.19,17.3853853666543
10.2,35.7877277588532
10.21,22.0461482712179
10.22,32.6084987930822
10.23,20.4374668847085
10.24,20.2826978081054
10.25,37.3164663184862
10.26,29.4841876297314
10.27,24.5864047761101
10.28,18.7737925968925
10.29,23.3547118343259
10.3,33.3210381536841
10.31,34.9465022314596
10.32,24.2246085632066
10.33,23.2322495020941
10.34,18.485238366513
10.35,20.1698454896549
10.36,27.427441580551
10.37,22.2359794676562
10.38,22.1800239020156
10.39,21.1188518544274
10.4,20.3246896606044
10.41,25.4376129711841
10.42,30.0630874731359
10.43,35.1329432283594
10.44,19.8550979356598
10.45,33.2744066212546
10.46,17.2116967067885
10.47,35.9652056749193
10.48,28.4817218575221
10.49,27.4362608963452
10.5,21.1120820047686
10.51,24.1659955106887
10.52,22.7706595671523
10.53,30.4987567016131
10.54,29.1717974018793
10.55,17.2447209467928
10.56,24.1269389879686
10.57,33.0190551550821
10.58,26.4804453441061
10.59,17.6134700922371
10.6,36.0432605844627
10.61,33.0161485405256
10.62,29.424469012119
10.63,29.5447164315041
10.64,33.5400292283362
10.65,32.3512441859589
10.66,16.1523912356909
10.67,26.167789168601
10.68,33.8598083349041
10.69,22.0699914971442
10.7,17.7663787405283
10.71,32.300484272305
10.72,24.9877863787307
10.73,18.3126927732741
10.74,23.5529238671882
10.75,17.4971999444932
10.76,19.6489571722153
10.77,24.8195106257324
10.78,29.5711992727675
10.79,32.3197376212546
10.8,23.6533255552872
10.81,28.8773793051312
10.82,27.6213877741187
10.83,30.1901429249036
10.84,29.5498709272191
10.85,25.2921065313718
10.86,23.6779962745461
10.87,24.8178849055617
10.88,24.2651221154299
10.89,27.8707307589576
10.9,27.6204651977141
10.91,31.2778667930309
10.92,25.552776103055
10.93,30.8064848410607
10.94,22.6722095623436
10.95,30.4045938081278
10.96,26.5661268300153
10.97,26.5250042106398
10.98,30.5949052247289
10.99,24.9569347156879
11,26.8809551713276
11.01,23.9741528803019
11.02,26.0050216489447
11.03,34.1939881349633
11.04,30.5390851217436
11.05,33.8022072311604
11.06,46.4040428502311
11.07,29.2481289252876
11.08,25.5830083937541
11.09,22.7613905720291
11.1,30.2542852988197
11.11,30.5531293269395
11.12,34.1575822764442
11.13,46.7896980194222
11.14,41.0289275059995
11.15,29.0838866840758
11.16,29.2053646196514
11.17,22.0831309172656
11.18,26.0774310280902
11.19,29.5582853920412
11.2,31.6876809100709
11.21,31.4542288422794
11.22,26.5335806638604
11.23,30.04792778846
11.24,25.1104625801274
11.25,31.2318203952637
11.26,40.5901089426514
11.27,46.7326184204486
11.28,22.6106482919048
11.29,55.2552083607311
11.3,23.6216485893926
11.31,48.3576739574596
11.32,26.8439015079812
11.33,25.3747286936544
11.34,31.4056073740206
11.35,35.1369473722996
11.36,34.0521817012177
11.37,34.0095942096204
11.38,31.8300443802229
11.39,33.3931980389081
11.4,42.9168044790719
