Time,Actual ERPM (2)
s,
,
,
41.69,34619
41.7,34619
41.71,34619
41.72,34619
41.73,34619
41.74,34619
41.75,34619
41.76,34619
41.77,34619
41.78,34935
41.79,34935
41.8,34935
41.81,34935
41.82,34935
41.83,34935
41.84,34935
41.85,34935
41.86,34935
41.87,34935
41.88,36513
41.89,36513
41.9,36513
41.91,36513
41.92,36513
41.93,36513
41.94,36513
41.95,36513
41.96,36513
41.97,36513
41.98,35202
41.99,35202
42,35202
42.01,35202
42.02,35202
42.03,35202
42.04,35202
42.05,35202
42.06,35202
42.07,35202
42.08,35343
42.09,35343
42.1,35343
42.11,35343
42.12,35343
42.13,35343
42.14,35343
42.15,35343
42.16,35343
42.17,35343
42.18,37131
42.19,37131
42.2,37131
42.21,37131
42.22,37131
42.23,37131
42.24,37131
42.25,37131
42.26,37131
42.27,37131
42.28,35109
42.29,35109
42.3,35109
42.31,35109
42.32,35109
42.33,35109
42.34,35109
42.35,35109
42.36,35109
42.37,35109
42.38,35056
42.39,35056
42.4,35056
42.41,35056
42.42,35056
42.43,35056
42.44,35056
42.45,35056
42.46,35056
42.47,35056
42.48,37332
42.49,37332
42.5,37332
42.51,37332
42.52,37332
42.53,37332
42.54,37332
42.55,37332
42.56,37332
42.57,37332
42.58,35199
42.59,35199
42.6,35199
42.61,35199
42.62,35199
42.63,35199
42.64,35199
42.65,35199
42.66,35199
42.67,35199
42.68,34783
42.69,34783
42.7,34783
42.71,34783
42.72,34783
42.73,34783
42.74,34783
42.75,34783
42.76,34783
42.77,34783
42.78,34787
42.79,34787
42.8,34787
42.81,34787
42.82,34787
42.83,34787
42.84,34787
42.85,34787
42.86,34787
42.87,34787
42.88,35093
42.89,35093
42.9,35093
42.91,35093
42.92,35093
42.93,35093
42.94,35093
42.95,35093
42.96,35093
42.97,35093
42.98,35309
42.99,35309
43,35309
43.01,35309
43.02,35309
43.03,35309
43.04,35309
43.05,35309
43.06,35309
43.07,35309
43.08,35352
43.09,35352
43.1,35352
43.11,35352
43.12,35352
43.13,35352
43.14,35352
43.15,35352
43.16,35352
43.17,35352
43.18,35298
43.19,35298
43.2,35298
43.21,35298
43.22,35298
43.23,35298
43.24,35298
43.25,35298
43.26,35298
43.27,35298
43.28,35048
43.29,35048
43.3,35048
43.31,35048
43.32,35048
43.33,35048
43.34,35048
43.35,35048
43.36,35048
43.37,35048
43.38,34915
43.39,34915
43.4,34915
43.41,34915
43.42,34915
43.43,34915
43.44,34915
43.45,34915
43.46,34915
43.47,34915
43.48,34091
43.49,34091
43.5,34091
43.51,34091
43.52,34091
43.53,34091
43.54,34091
43.55,34091
43.56,34091
43.57,34091
43.58,33636
43.59,33636
43.6,33636
43.61,33636
43.62,33636
43.63,33636
43.64,33636
43.65,33636
43.66,33636
43.67,33636
43.68,32975
43.69,32975
43.7,32975
43.71,32975
43.72,32975
43.73,32975
43.74,32975
43.75,32975
43.76,32975
43.77,32975
43.78,32225
43.79,32225
43.8,32225
43.81,32225
43.82,32225
43.83,32225
43.84,32225
43.85,32225
43.86,32225
43.87,32225
43.88,31503
43.89,31503
43.9,31503
43.91,31503
43.92,31503
43.93,31503
43.94,31503
43.95,31503
43.96,31503
43.97,31503
43.98,31049
43.99,31049
44,31049
44.01,31049
44.02,31049
44.03,31049
44.04,31049
44.05,31049
44.06,31049
44.07,31049
44.08,30426
44.09,30426
44.1,30426
44.11,30426
44.12,30426
44.13,30426
44.14,30426
44.15,30426
44.16,30426
44.17,30426
44.18,30335
44.19,30335
44.2,30335
44.21,30335
44.22,30335
44.23,30335
44.24,30335
44.25,30335
44.26,30335
44.27,30335
44.28,30511
44.29,30511
44.3,30511
44.31,30511
44.32,30511
44.33,30511
44.34,30511
44.35,30511
44.36,30511
44.37,30511
44.38,30387
44.39,30387
44.4,30387
44.41,30387
44.42,30387
44.43,30387
44.44,30387
44.45,30387
44.46,30387
44.47,30387
44.48,30482
44.49,30482
44.5,30482
44.51,30482
44.52,30482
44.53,30482
44.54,30482
44.55,30482
44.56,30482
44.57,30482
44.58,31277
44.59,31277
44.6,31277
44.61,31277
44.62,31277
44.63,31277
44.64,31277
44.65,31277
44.66,31277
44.67,31277
44.68,30911
44.69,30911
44.7,30911
44.71,30911
44.72,30911
44.73,30911
44.74,30911
44.75,30911
44.76,30911
44.77,30911
44.78,29839
44.79,29839
44.8,29839
44.81,29839
44.82,29839
44.83,29839
44.84,29839
44.85,29839
44.86,29839
44.87,29839
44.88,29407
44.89,29407
44.9,29407
44.91,29407
44.92,29407
44.93,29407
44.94,29407
44.95,29407
44.96,29407
44.97,29407
44.98,29008
44.99,29008
45,29008
45.01,29008
45.02,29008
45.03,29008
45.04,29008
45.05,29008
45.06,29008
45.07,29008
45.08,28825
45.09,28825
45.1,28825
45.11,28825
45.12,28825
45.13,28825
45.14,28825
45.15,28825
45.16,28825
45.17,28825
45.18,29094
45.19,29094
45.2,29094
45.21,29094
45.22,29094
45.23,29094
45.24,29094
45.25,29094
45.26,29094
45.27,29094
45.28,28860
45.29,28860
45.3,28860
45.31,28860
45.32,28860
45.33,28860
45.34,28860
45.35,28860
45.36,28860
45.37,28860
45.38,28813
45.39,28813
45.4,28813
45.41,28813
45.42,28813
45.43,28813
45.44,28813
45.45,28813
45.46,28813
45.47,28813
45.48,28904
45.49,28904
45.5,28904
45.51,28904
45.52,28904
45.53,28904
45.54,28904
45.55,28904
45.56,28904
45.57,28904
45.58,28904
45.59,28904
45.6,28904
45.61,28904
45.62,28904
45.63,28904
45.64,28904
45.65,28904
45.66,28904
45.67,28904
45.68,28992
45.69,28992
45.7,28992
45.71,28992
45.72,28992
45.73,28992
45.74,28992
45.75,28992
45.76,28992
45.77,28992
45.78,29177
45.79,29177
45.8,29177
45.81,29177
45.82,29177
45.83,29177
45.84,29177
45.85,29177
45.86,29177
45.87,29177
45.88,29879
45.89,29879
45.9,29879
45.91,29879
45.92,29879
45.93,29879
45.94,29879
45.95,29879
45.96,29879
45.97,29879
45.98,30475
45.99,30475
46,30475
46.01,30475
46.02,30475
46.03,30475
46.04,30475
46.05,30475
46.06,30475
46.07,30475
46.08,31000
46.09,31000
46.1,31000
46.11,31000
46.12,31000
46.13,31000
46.14,31000
46.15,31000
46.16,31000
46.17,31000
46.18,30426
46.19,30426
46.2,30426
46.21,30426
46.22,30426
46.23,30426
46.24,30426
46.25,30426
46.26,30426
46.27,30426
46.28,30533
46.29,30533
46.3,30533
46.31,30533
46.32,30533
46.33,30533
46.34,30533
46.35,30533
46.36,30533
46.37,30533
46.38,31643
46.39,31643
46.4,31643
46.41,31643
46.42,31643
46.43,31643
46.44,31643
46.45,31643
46.46,31643
46.47,31643
46.48,30336
46.49,30336
46.5,30336
46.51,30336
46.52,30336
46.53,30336
46.54,30336
46.55,30336
46.56,30336
46.57,30336
46.58,29925
46.59,29925
46.6,29925
46.61,29925
46.62,29925
46.63,29925
46.64,29925
46.65,29925
46.66,29925
46.67,29925
46.68,30743
46.69,30743
46.7,30743
46.71,30743
46.72,30743
46.73,30743
46.74,30743
46.75,30743
46.76,30743
46.77,30743
46.78,31997
46.79,31997
46.8,31997
46.81,31997
46.82,31997
46.83,31997
46.84,31997
46.85,31997
46.86,31997
46.87,31997
46.88,32321
46.89,32321
46.9,32321
46.91,32321
46.92,32321
46.93,32321
46.94,32321
46.95,32321
46.96,32321
46.97,32321
46.98,32910
46.99,32910
47,32910
47.01,32910
47.02,32910
47.03,32910
47.04,32910
47.05,32910
47.06,32910
47.07,32910
47.08,33472
47.09,33472
47.1,33472
47.11,33472
47.12,33472
47.13,33472
47.14,33472
47.15,33472
47.16,33472
47.17,33472
47.18,34025
47.19,34025
47.2,34025
47.21,34025
47.22,34025
47.23,34025
47.24,34025
47.25,34025
47.26,34025
47.27,34025
47.28,34701
47.29,34701
47.3,34701
47.31,34701
47.32,34701
47.33,34701
47.34,34701
47.35,34701
47.36,34701
47.37,34701
47.38,34713
47.39,34713
47.4,34713
47.41,34713
47.42,34713
47.43,34713
47.44,34713
47.45,34713
47.46,34713
47.47,34713
47.48,35923
47.49,35923
47.5,35923
47.51,35923
47.52,35923
47.53,35923
47.54,35923
47.55,35923
47.56,35923
47.57,35923
47.58,37463
47.59,37463
47.6,37463
47.61,37463
47.62,37463
47.63,37463
47.64,37463
47.65,37463
47.66,37463
47.67,37463
47.68,40316
47.69,40316
47.7,40316
47.71,40316
47.72,40316
47.73,40316
47.74,40316
47.75,40316
47.76,40316
47.77,40316
47.78,41818
47.79,41818
47.8,41818
47.81,41818
47.82,41818
47.83,41818
47.84,41818
47.85,41818
47.86,41818
47.87,41818
47.88,42504
47.89,42504
47.9,42504
47.91,42504
47.92,42504
47.93,42504
47.94,42504
47.95,42504
47.96,42504
47.97,42504
47.98,42962
47.99,42962
48,42962
48.01,42962
48.02,42962
48.03,42962
48.04,42962
48.05,42962
48.06,42962
48.07,42962
48.08,45505
48.09,45505
48.1,45505
48.11,45505
48.12,45505
48.13,45505
48.14,45505
48.15,45505
48.16,45505
48.17,45505
48.18,46539
48.19,46539
48.2,46539
48.21,46539
48.22,46539
48.23,46539
48.24,46539
48.25,46539
48.26,46539
48.27,46539
48.28,42960
48.29,42960
48.3,42960
48.31,42960
48.32,42960
48.33,42960
48.34,42960
48.35,42960
48.36,42960
48.37,42960
48.38,42191
48.39,42191
48.4,42191
48.41,42191
48.42,42191
48.43,42191
48.44,42191
48.45,42191
48.46,42191
48.47,42191
48.48,42528
48.49,42528
48.5,42528
48.51,42528
48.52,42528
48.53,42528
48.54,42528
48.55,42528
48.56,42528
48.57,42528
48.58,43645
48.59,43645
48.6,43645
48.61,43645
48.62,43645
48.63,43645
48.64,43645
48.65,43645
48.66,43645
48.67,43645
48.68,42715
48.69,42715
48.7,42715
48.71,42715
48.72,42715
48.73,42715
48.74,42715
48.75,42715
48.76,42715
48.77,42715
48.78,41900
48.79,41900
48.8,41900
48.81,41900
48.82,41900
48.83,41900
48.84,41900
48.85,41900
48.86,41900
48.87,41900
48.88,40830
48.89,40830
48.9,40830
48.91,40830
48.92,40830
48.93,40830
48.94,40830
48.95,40830
48.96,40830
48.97,40830
48.98,39144
48.99,39144
49,39144
49.01,39144
49.02,39144
49.03,39144
49.04,39144
49.05,39144
49.06,39144
49.07,39144
49.08,37871
49.09,37871
49.1,37871
49.11,37871
49.12,37871
49.13,37871
49.14,37871
49.15,37871
49.16,37871
49.17,37871
49.18,36207
49.19,36207
49.2,36207
49.21,36207
49.22,36207
49.23,36207
49.24,36207
49.25,36207
49.26,36207
49.27,36207
49.28,35566
49.29,35566
49.3,35566
49.31,35566
49.32,35566
49.33,35566
49.34,35566
49.35,35566
49.36,35566
49.37,35566
49.38,35070
49.39,35070
49.4,35070
49.41,35070
49.42,35070
49.43,35070
49.44,35070
49.45,35070
49.46,35070
49.47,35070
49.48,34038
49.49,34038
49.5,34038
49.51,34038
49.52,34038
49.53,34038
49.54,34038
49.55,34038
49.56,34038
49.57,34038
49.58,32922
49.59,32922
49.6,32922
49.61,32922
49.62,32922
49.63,32922
49.64,32922
49.65,32922
49.66,32922
49.67,32922
49.68,31366
49.69,31366
49.7,31366
49.71,31366
49.72,31366
49.73,31366
49.74,31366
49.75,31366
49.76,31366
49.77,31366
49.78,30568
49.79,30568
49.8,30568
49.81,30568
49.82,30568
49.83,30568
49.84,30568
49.85,30568
49.86,30568
49.87,30568
49.88,29103
49.89,29103
49.9,29103
49.91,29103
49.92,29103
49.93,29103
49.94,29103
49.95,29103
49.96,29103
49.97,29103
49.98,28734
49.99,28734
50,28734
50.01,28734
50.02,28734
50.03,28734
50.04,28734
50.05,28734
50.06,28734
50.07,28734
50.08,28413
50.09,28413
50.1,28413
50.11,28413
50.12,28413
50.13,28413
50.14,28413
50.15,28413
50.16,28413
50.17,28413
50.18,27458
50.19,27458
50.2,27458
50.21,27458
50.22,27458
50.23,27458
50.24,27458
50.25,27458
50.26,27458
50.27,27458
50.28,26512
50.29,26512
50.3,26512
50.31,26512
50.32,26512
50.33,26512
50.34,26512
50.35,26512
50.36,26512
50.37,26512
50.38,26025
50.39,26025
50.4,26025
50.41,26025
50.42,26025
50.43,26025
50.44,26025
50.45,26025
50.46,26025
50.47,26025
50.48,25390
50.49,25390
50.5,25390
50.51,25390
50.52,25390
50.53,25390
50.54,25390
50.55,25390
50.56,25390
50.57,25390
50.58,25027
50.59,25027
50.6,25027
50.61,25027
50.62,25027
50.63,25027
50.64,25027
50.65,25027
50.66,25027
50.67,25027
50.68,24620
50.69,24620
50.7,24620
50.71,24620
50.72,24620
50.73,24620
50.74,24620
50.75,24620
50.76,24620
50.77,24620
50.78,24723
50.79,24723
50.8,24723
50.81,24723
50.82,24723
50.83,24723
50.84,24723
50.85,24723
50.86,24723
50.87,24723
50.88,24692
50.89,24692
50.9,24692
50.91,24692
50.92,24692
50.93,24692
50.94,24692
50.95,24692
50.96,24692
50.97,24692
50.98,24966
50.99,24966
51,24966
51.01,24966
51.02,24966
51.03,24966
51.04,24966
51.05,24966
51.06,24966
51.07,24966
51.08,24750
51.09,24750
51.1,24750
51.11,24750
51.12,24750
51.13,24750
51.14,24750
51.15,24750
51.16,24750
51.17,24750
51.18,24557
51.19,24557
51.2,24557
51.21,24557
51.22,24557
51.23,24557
51.24,24557
51.25,24557
51.26,24557
51.27,24557
51.28,23955
51.29,23955
51.3,23955
51.31,23955
51.32,23955
51.33,23955
51.34,23955
51.35,23955
51.36,23955
51.37,23955
51.38,23314
51.39,23314
51.4,23314
51.41,23314
51.42,23314
51.43,23314
51.44,23314
51.45,23314
51.46,23314
51.47,23314
51.48,23665
51.49,23665
51.5,23665
51.51,23665
51.52,23665
51.53,23665
51.54,23665
51.55,23665
51.56,23665
51.57,23665
51.58,24442
51.59,24442
51.6,24442
51.61,24442
51.62,24442
51.63,24442
51.64,24442
51.65,24442
51.66,24442
51.67,24442
51.68,24954
51.69,24954
51.7,24954
51.71,24954
51.72,24954
51.73,24954
51.74,24954
51.75,24954
51.76,24954
51.77,24954
51.78,24783
51.79,24783
51.8,24783
51.81,24783
51.82,24783
51.83,24783
51.84,24783
51.85,24783
51.86,24783
51.87,24783
51.88,24482
51.89,24482
51.9,24482
51.91,24482
51.92,24482
51.93,24482
51.94,24482
51.95,24482
51.96,24482
51.97,24482
51.98,24204
51.99,24204
52,24204
52.01,24204
52.02,24204
52.03,24204
52.04,24204
52.05,24204
52.06,24204
52.07,24204
52.08,24406
52.09,24406
52.1,24406
52.11,24406
52.12,24406
52.13,24406
52.14,24406
52.15,24406
52.16,24406
52.17,24406
52.18,24690
52.19,24690
52.2,24690
52.21,24690
52.22,24690
52.23,24690
52.24,24690
52.25,24690
52.26,24690
52.27,24690
52.28,25063
52.29,25063
52.3,25063
52.31,25063
52.32,25063
52.33,25063
52.34,25063
52.35,25063
52.36,25063
52.37,25063
52.38,25474
52.39,25474
52.4,25474
52.41,25474
52.42,25474
52.43,25474
52.44,25474
52.45,25474
52.46,25474
52.47,25474
52.48,25388
52.49,25388
52.5,25388
52.51,25388
52.52,25388
52.53,25388
52.54,25388
52.55,25388
52.56,25388
52.57,25388
52.58,25357
52.59,25357
52.6,25357
52.61,25357
52.62,25357
52.63,25357
52.64,25357
52.65,25357
52.66,25357
52.67,25357
52.68,24962
52.69,24962
52.7,24962
52.71,24962
52.72,24962
52.73,24962
52.74,24962
52.75,24962
52.76,24962
52.77,24962
52.78,24729
52.79,24729
52.8,24729
52.81,24729
52.82,24729
52.83,24729
52.84,24729
52.85,24729
52.86,24729
52.87,24729
52.88,24978
52.89,24978
52.9,24978
52.91,24978
52.92,24978
52.93,24978
52.94,24978
52.95,24978
52.96,24978
52.97,24978
52.98,24942
52.99,24942
53,24942
53.01,24942
53.02,24942
53.03,24942
53.04,24942
53.05,24942
53.06,24942
53.07,24942
53.08,25289
53.09,25289
53.1,25289
53.11,25289
53.12,25289
53.13,25289
53.14,25289
53.15,25289
53.16,25289
53.17,25289
53.18,25673
53.19,25673
53.2,25673
53.21,25673
53.22,25673
53.23,25673
53.24,25673
53.25,25673
53.26,25673
53.27,25673
53.28,25227
53.29,25227
53.3,25227
53.31,25227
53.32,25227
53.33,25227
53.34,25227
53.35,25227
53.36,25227
53.37,25227
53.38,25243
53.39,25243
53.4,25243
53.41,25243
53.42,25243
53.43,25243
53.44,25243
53.45,25243
53.46,25243
53.47,25243
53.48,25346
53.49,25346
53.5,25346
53.51,25346
53.52,25346
53.53,25346
53.54,25346
53.55,25346
53.56,25346
53.57,25346
53.58,25521
53.59,25521
53.6,25521
53.61,25521
53.62,25521
53.63,25521
53.64,25521
53.65,25521
53.66,25521
53.67,25521
53.68,26124
53.69,26124
53.7,26124
53.71,26124
53.72,26124
53.73,26124
53.74,26124
53.75,26124
53.76,26124
53.77,26124
53.78,25940
53.79,25940
53.8,25940
53.81,25940
53.82,25940
53.83,25940
53.84,25940
53.85,25940
53.86,25940
53.87,25940
53.88,26449
53.89,26449
53.9,26449
53.91,26449
53.92,26449
53.93,26449
53.94,26449
53.95,26449
53.96,26449
53.97,26449
53.98,26912
53.99,26912
54,26912
54.01,26912
54.02,26912
54.03,26912
54.04,26912
54.05,26912
54.06,26912
54.07,26912
54.08,27297
54.09,27297
54.1,27297
54.11,27297
54.12,27297
54.13,27297
54.14,27297
54.15,27297
54.16,27297
54.17,27297
54.18,28058
54.19,28058
54.2,28058
54.21,28058
54.22,28058
54.23,28058
54.24,28058
54.25,28058
54.26,28058
54.27,28058
54.28,28342
54.29,28342
54.3,28342
54.31,28342
54.32,28342
54.33,28342
54.34,28342
54.35,28342
54.36,28342
54.37,28342
54.38,29426
54.39,29426
54.4,29426
54.41,29426
54.42,29426
54.43,29426
54.44,29426
54.45,29426
54.46,29426
54.47,29426
54.48,29629
54.49,29629
54.5,29629
54.51,29629
54.52,29629
54.53,29629
54.54,29629
54.55,29629
54.56,29629
54.57,29629
54.58,29089
54.59,29089
54.6,29089
54.61,29089
54.62,29089
54.63,29089
54.64,29089
54.65,29089
54.66,29089
54.67,29089
54.68,28839
54.69,28839
54.7,28839
54.71,28839
54.72,28839
54.73,28839
54.74,28839
54.75,28839
54.76,28839
54.77,28839
54.78,28943
54.79,28943
54.8,28943
54.81,28943
54.82,28943
54.83,28943
54.84,28943
54.85,28943
54.86,28943
54.87,28943
54.88,29611
54.89,29611
54.9,29611
54.91,29611
54.92,29611
54.93,29611
54.94,29611
54.95,29611
54.96,29611
54.97,29611
54.98,30126
54.99,30126
55,30126
55.01,30126
55.02,30126
55.03,30126
55.04,30126
55.05,30126
55.06,30126
55.07,30126
55.08,31163
55.09,31163
55.1,31163
55.11,31163
55.12,31163
55.13,31163
55.14,31163
55.15,31163
55.16,31163
55.17,31163
55.18,32202
55.19,32202
55.2,32202
55.21,32202
55.22,32202
55.23,32202
55.24,32202
55.25,32202
55.26,32202
55.27,32202
55.28,33162
55.29,33162
55.3,33162
55.31,33162
55.32,33162
55.33,33162
55.34,33162
55.35,33162
55.36,33162
55.37,33162
55.38,33611
55.39,33611
55.4,33611
55.41,33611
55.42,33611
55.43,33611
55.44,33611
55.45,33611
55.46,33611
55.47,33611
55.48,34493
55.49,34493
55.5,34493
55.51,34493
55.52,34493
55.53,34493
55.54,34493
55.55,34493
55.56,34493
55.57,34493
55.58,35456
55.59,35456
55.6,35456
55.61,35456
55.62,35456
55.63,35456
55.64,35456
55.65,35456
55.66,35456
55.67,35456
55.68,35994
55.69,35994
55.7,35994
55.71,35994
55.72,35994
55.73,35994
55.74,35994
55.75,35994
55.76,35994
55.77,35994
55.78,36825
55.79,36825
55.8,36825
55.81,36825
55.82,36825
55.83,36825
55.84,36825
55.85,36825
55.86,36825
55.87,36825
55.88,37383
55.89,37383
55.9,37383
55.91,37383
55.92,37383
55.93,37383
55.94,37383
55.95,37383
55.96,37383
55.97,37383
55.98,37958
55.99,37958
56,37958
56.01,37958
56.02,37958
56.03,37958
56.04,37958
56.05,37958
56.06,37958
56.07,37958
56.08,38283
56.09,38283
56.1,38283
56.11,38283
56.12,38283
56.13,38283
56.14,38283
56.15,38283
56.16,38283
56.17,38283
56.18,38300
56.19,38300
56.2,38300
56.21,38300
56.22,38300
56.23,38300
56.24,38300
56.25,38300
56.26,38300
56.27,38300
56.28,38031
56.29,38031
56.3,38031
56.31,38031
56.32,38031
56.33,38031
56.34,38031
56.35,38031
56.36,38031
56.37,38031
56.38,35626
56.39,35626
56.4,35626
56.41,35626
56.42,35626
56.43,35626
56.44,35626
56.45,35626
56.46,35626
56.47,35626
56.48,33661
56.49,33661
56.5,33661
56.51,33661
56.52,33661
56.53,33661
56.54,33661
56.55,33661
56.56,33661
56.57,33661
56.58,33009
56.59,33009
56.6,33009
56.61,33009
56.62,33009
56.63,33009
56.64,33009
56.65,33009
56.66,33009
56.67,33009
56.68,32304
56.69,32304
56.7,32304
56.71,32304
56.72,32304
56.73,32304
56.74,32304
56.75,32304
56.76,32304
56.77,32304
56.78,31627
56.79,31627
56.8,31627
56.81,31627
56.82,31627
56.83,31627
56.84,31627
56.85,31627
56.86,31627
56.87,31627
56.88,30772
56.89,30772
56.9,30772
56.91,30772
56.92,30772
56.93,30772
56.94,30772
56.95,30772
56.96,30772
56.97,30772
56.98,31458
56.99,31458
57,31458
57.01,31458
57.02,31458
57.03,31458
57.04,31458
57.05,31458
57.06,31458
57.07,31458
57.08,31004
57.09,31004
57.1,31004
57.11,31004
57.12,31004
57.13,31004
57.14,31004
57.15,31004
57.16,31004
57.17,31004
57.18,31552
57.19,31552
57.2,31552
57.21,31552
57.22,31552
57.23,31552
57.24,31552
57.25,31552
57.26,31552
57.27,31552
57.28,32003
57.29,32003
57.3,32003
57.31,32003
57.32,32003
57.33,32003
57.34,32003
57.35,32003
57.36,32003
57.37,32003
57.38,32186
57.39,32186
57.4,32186
57.41,32186
57.42,32186
57.43,32186
57.44,32186
57.45,32186
57.46,32186
57.47,32186
57.48,32063
57.49,32063
57.5,32063
57.51,32063
57.52,32063
57.53,32063
57.54,32063
57.55,32063
57.56,32063
57.57,32063
57.58,32698
57.59,32698
57.6,32698
57.61,32698
57.62,32698
57.63,32698
57.64,32698
57.65,32698
57.66,32698
57.67,32698
57.68,32597
57.69,32597
57.7,32597
57.71,32597
57.72,32597
57.73,32597
57.74,32597
57.75,32597
57.76,32597
57.77,32597
57.78,32349
57.79,32349
57.8,32349
57.81,32349
57.82,32349
57.83,32349
57.84,32349
57.85,32349
57.86,32349
57.87,32349
57.88,32777
57.89,32777
57.9,32777
57.91,32777
57.92,32777
57.93,32777
57.94,32777
57.95,32777
57.96,32777
57.97,32777
57.98,33464
57.99,33464
58,33464
58.01,33464
58.02,33464
58.03,33464
58.04,33464
58.05,33464
58.06,33464
58.07,33464
58.08,32408
58.09,32408
58.1,32408
58.11,32408
58.12,32408
58.13,32408
58.14,32408
58.15,32408
58.16,32408
58.17,32408
58.18,31204
58.19,31204
58.2,31204
58.21,31204
58.22,31204
58.23,31204
58.24,31204
58.25,31204
58.26,31204
58.27,31204
58.28,31707
58.29,31707
58.3,31707
58.31,31707
58.32,31707
58.33,31707
58.34,31707
58.35,31707
58.36,31707
58.37,31707
58.38,32383
58.39,32383
58.4,32383
58.41,32383
58.42,32383
58.43,32383
58.44,32383
58.45,32383
58.46,32383
58.47,32383
58.48,32977
58.49,32977
58.5,32977
58.51,32977
58.52,32977
58.53,32977
58.54,32977
58.55,32977
58.56,32977
58.57,32977
58.58,33319
58.59,33319
58.6,33319
58.61,33319
58.62,33319
58.63,33319
58.64,33319
58.65,33319
58.66,33319
58.67,33319
58.68,33454
58.69,33454
58.7,33454
58.71,33454
58.72,33454
58.73,33454
58.74,33454
58.75,33454
58.76,33454
58.77,33454
58.78,33607
58.79,33607
58.8,33607
58.81,33607
58.82,33607
58.83,33607
58.84,33607
58.85,33607
58.86,33607
58.87,33607
58.88,34126
58.89,34126
58.9,34126
58.91,34126
58.92,34126
58.93,34126
58.94,34126
58.95,34126
58.96,34126
58.97,34126
58.98,34503
58.99,34503
59,34503
59.01,34503
59.02,34503
59.03,34503
59.04,34503
59.05,34503
59.06,34503
59.07,34503
59.08,34043
59.09,34043
59.1,34043
59.11,34043
59.12,34043
59.13,34043
59.14,34043
59.15,34043
59.16,34043
59.17,34043
59.18,33933
59.19,33933
59.2,33933
59.21,33933
59.22,33933
59.23,33933
59.24,33933
59.25,33933
59.26,33933
59.27,33933
59.28,33472
59.29,33472
59.3,33472
59.31,33472
59.32,33472
59.33,33472
59.34,33472
59.35,33472
59.36,33472
59.37,33472
59.38,33989
59.39,33989
59.4,33989
59.41,33989
59.42,33989
59.43,33989
59.44,33989
59.45,33989
59.46,33989
59.47,33989
59.48,35338
59.49,35338
59.5,35338
59.51,35338
59.52,35338
59.53,35338
59.54,35338
59.55,35338
59.56,35338
59.57,35338
59.58,34823
59.59,34823
59.6,34823
59.61,34823
59.62,34823
59.63,34823
59.64,34823
59.65,34823
59.66,34823
59.67,34823
59.68,34977
59.69,34977
59.7,34977
59.71,34977
59.72,34977
59.73,34977
59.74,34977
59.75,34977
59.76,34977
59.77,34977
59.78,34850
59.79,34850
59.8,34850
59.81,34850
59.82,34850
59.83,34850
59.84,34850
59.85,34850
59.86,34850
59.87,34850
59.88,35226
59.89,35226
59.9,35226
59.91,35226
59.92,35226
59.93,35226
59.94,35226
59.95,35226
59.96,35226
59.97,35226
59.98,35393
59.99,35393
60,35393
60.01,35393
60.02,35393
60.03,35393
60.04,35393
60.05,35393
60.06,35393
60.07,35393
60.08,35216
60.09,35216
60.1,35216
60.11,35216
60.12,35216
60.13,35216
60.14,35216
60.15,35216
60.16,35216
60.17,35216
60.18,35211
60.19,35211
60.2,35211
60.21,35211
60.22,35211
60.23,35211
60.24,35211
60.25,35211
60.26,35211
60.27,35211
60.28,35470
60.29,35470
60.3,35470
60.31,35470
60.32,35470
60.33,35470
60.34,35470
60.35,35470
60.36,35470
60.37,35470
60.38,35575
60.39,35575
60.4,35575
60.41,35575
60.42,35575
60.43,35575
60.44,35575
60.45,35575
60.46,35575
60.47,35575
60.48,35236
60.49,35236
60.5,35236
60.51,35236
60.52,35236
60.53,35236
60.54,35236
60.55,35236
60.56,35236
60.57,35236
60.58,35357
60.59,35357
60.6,35357
60.61,35357
60.62,35357
60.63,35357
60.64,35357
60.65,35357
60.66,35357
60.67,35357
60.68,35477
60.69,35477
60.7,35477
60.71,35477
60.72,35477
60.73,35477
60.74,35477
60.75,35477
60.76,35477
60.77,35477
60.78,35576
60.79,35576
60.8,35576
60.81,35576
60.82,35576
60.83,35576
60.84,35576
60.85,35576
60.86,35576
60.87,35576
60.88,36633
60.89,36633
60.9,36633
60.91,36633
60.92,36633
60.93,36633
60.94,36633
60.95,36633
60.96,36633
60.97,36633
60.98,36445
60.99,36445
61,36445
61.01,36445
61.02,36445
61.03,36445
61.04,36445
61.05,36445
61.06,36445
61.07,36445
61.08,35991
61.09,35991
61.1,35991
61.11,35991
61.12,35991
61.13,35991
61.14,35991
61.15,35991
61.16,35991
61.17,35991
61.18,35652
61.19,35652
61.2,35652
61.21,35652
61.22,35652
61.23,35652
61.24,35652
61.25,35652
61.26,35652
61.27,35652
61.28,35507
61.29,35507
61.3,35507
61.31,35507
61.32,35507
61.33,35507
61.34,35507
61.35,35507
61.36,35507
61.37,35507
61.38,37047
61.39,37047
61.4,37047
61.41,37047
61.42,37047
61.43,37047
61.44,37047
61.45,37047
61.46,37047
61.47,37047
61.48,39203
61.49,39203
61.5,39203
61.51,39203
61.52,39203
61.53,39203
61.54,39203
61.55,39203
61.56,39203
61.57,39203
61.58,38418
61.59,38418
61.6,38418
61.61,38418
61.62,38418
61.63,38418
61.64,38418
61.65,38418
61.66,38418
61.67,38418
61.68,38468
61.69,38468
61.7,38468
